shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity,leg
SHP006123,DC0001,CUST0024,PRD0122,ocean,2024-10-03,2024-10-19,16,16,16933.23,484,dc_to_customer
SHP006124,DC0005,CUST0017,PRD0036,air,2025-04-30,2025-05-05,5,5,64475.53,115,dc_to_customer
SHP006125,DC0004,CUST0017,PRD0049,ocean,2024-11-27,2024-12-15,20,18,3386.69,71,dc_to_customer
SHP006126,DC0004,CUST0010,PRD0143,ocean,2025-03-28,2025-04-15,17,18,20940.17,534,dc_to_customer
SHP006127,DC0006,CUST0005,PRD0099,ocean,2025-11-13,2025-11-27,14,14,11614.94,380,dc_to_customer
SHP006128,DC0001,CUST0006,PRD0093,ocean,2025-04-18,2025-05-07,20,19,12719.49,276,dc_to_customer
SHP006129,DC0002,CUST0030,PRD0107,air,2026-08-13,2026-08-16,5,3,189137.12,383,dc_to_customer
SHP006130,DC0006,CUST0012,PRD0040,ocean,2025-07-23,2025-08-21,29,29,24156.97,340,dc_to_customer
SHP006131,DC0001,CUST0009,PRD0074,air,2025-10-11,2025-10-14,4,3,99259.32,265,dc_to_customer
SHP006132,DC0001,CUST0005,PRD0033,ocean,2025-04-02,2025-04-22,19,20,23525.5,538,dc_to_customer
SHP006133,DC0004,CUST0024,PRD0035,ocean,2026-05-17,2026-06-10,23,24,7095.61,130,dc_to_customer
SHP006134,DC0003,CUST0014,PRD0003,rail,2025-01-19,2025-01-26,8,7,7449.3,151,dc_to_customer
SHP006135,DC0004,CUST0030,PRD0019,rail,2024-10-24,2024-10-26,2,2,2389.74,258,dc_to_customer
SHP006136,DC0001,CUST0016,PRD0005,ocean,2026-05-07,2026-05-30,19,23,8861.98,209,dc_to_customer
SHP006137,DC0003,CUST0022,PRD0037,ocean,2025-08-15,2025-09-15,32,31,23685.42,304,dc_to_customer
SHP006138,DC0003,CUST0016,PRD0125,air,2026-01-10,2026-01-15,5,5,451558.54,950,dc_to_customer
SHP006139,DC0001,CUST0009,PRD0112,ocean,2025-01-12,2025-01-31,21,19,7491.27,150,dc_to_customer
SHP006140,DC0006,CUST0027,PRD0035,air,2026-08-30,2026-09-01,2,2,7497.25,39,dc_to_customer
SHP006141,DC0003,CUST0001,PRD0022,air,2025-08-26,2025-08-29,4,3,124005.61,304,dc_to_customer
SHP006142,DC0005,CUST0022,PRD0036,air,2024-11-19,2024-11-23,5,4,121514.46,251,dc_to_customer
SHP006143,DC0001,CUST0024,PRD0107,air,2025-07-19,2025-07-21,3,2,15218.91,58,dc_to_customer
SHP006144,DC0004,CUST0029,PRD0117,road,2025-12-26,2025-12-27,1,1,2244.61,101,dc_to_customer
SHP006145,DC0006,CUST0023,PRD0109,ocean,2024-11-04,2024-11-27,25,23,3883.86,65,dc_to_customer
SHP006146,DC0001,CUST0018,PRD0047,ocean,2024-12-17,2025-01-02,17,16,11577.86,306,dc_to_customer
SHP006147,DC0001,CUST0012,PRD0117,air,2025-06-21,2025-06-26,6,5,381867.34,590,dc_to_customer
SHP006148,DC0001,CUST0017,PRD0131,ocean,2025-11-06,2025-12-07,32,31,11894.55,148,dc_to_customer
SHP006149,DC0006,CUST0012,PRD0109,ocean,2024-11-16,2024-12-18,29,32,4973.49,70,dc_to_customer
SHP006150,DC0002,CUST0016,PRD0142,ocean,2026-07-07,2026-08-01,26,25,34610.4,548,dc_to_customer
SHP006151,DC0003,CUST0017,PRD0116,ocean,2026-08-14,2026-09-19,36,36,7474.9,83,dc_to_customer
SHP006152,DC0001,CUST0013,PRD0099,rail,2024-10-20,2024-10-21,1,1,745.69,232,dc_to_customer
SHP006153,DC0003,CUST0016,PRD0091,ocean,2026-08-13,2026-09-08,26,26,23385.98,369,dc_to_customer
SHP006154,DC0003,CUST0008,PRD0058,air,2025-05-07,2025-05-11,5,4,83705.63,162,dc_to_customer
SHP006155,DC0005,CUST0009,PRD0048,air,2025-11-09,2025-11-11,3,2,12995.1,42,dc_to_customer
SHP006156,DC0005,CUST0021,PRD0109,ocean,2026-08-24,2026-09-07,15,14,7473.93,233,dc_to_customer
SHP006157,DC0004,CUST0002,PRD0002,air,2024-12-02,2024-12-04,3,2,25439.69,85,dc_to_customer
SHP006158,DC0003,CUST0008,PRD0148,ocean,2026-05-05,2026-06-02,28,28,7027.14,102,dc_to_customer
SHP006159,DC0002,CUST0021,PRD0128,ocean,2026-02-12,2026-03-12,28,28,13762.11,203,dc_to_customer
SHP006160,DC0003,CUST0028,PRD0061,rail,2025-03-25,2025-04-02,7,8,4997.09,117,dc_to_customer
SHP006161,DC0002,CUST0018,PRD0129,ocean,2026-02-03,2026-02-27,25,24,8056.75,136,dc_to_customer
SHP006162,DC0002,CUST0023,PRD0069,rail,2025-10-31,2025-11-06,7,6,24187.78,598,dc_to_customer
SHP006163,DC0003,CUST0013,PRD0106,ocean,2025-03-21,2025-03-31,11,10,2616.32,123,dc_to_customer
SHP006164,DC0003,CUST0024,PRD0140,air,2026-03-31,2026-04-03,3,3,31399.93,140,dc_to_customer
SHP006165,DC0001,CUST0002,PRD0148,road,2025-12-15,2025-12-16,1,1,2719.68,371,dc_to_customer
SHP006166,DC0005,CUST0024,PRD0094,air,2025-06-21,2025-06-24,4,3,85481.85,239,dc_to_customer
SHP006167,DC0003,CUST0027,PRD0009,ocean,2025-08-15,2025-09-10,25,26,10388.45,170,dc_to_customer
SHP006168,DC0002,CUST0027,PRD0010,ocean,2025-11-15,2025-12-11,25,26,24032.56,396,dc_to_customer
SHP006169,DC0004,CUST0024,PRD0146,air,2025-06-24,2025-06-27,4,3,34386.43,84,dc_to_customer
SHP006170,DC0005,CUST0001,PRD0124,ocean,2025-08-21,2025-09-07,18,17,5366.99,129,dc_to_customer
SHP006171,DC0002,CUST0025,PRD0095,ocean,2025-03-25,2025-04-18,25,24,3693.2,61,dc_to_customer
SHP006172,DC0004,CUST0025,PRD0029,road,2026-03-15,2026-03-16,1,1,759.31,122,dc_to_customer
SHP006173,DC0006,CUST0008,PRD0149,air,2024-11-21,2024-11-23,3,2,51534.67,207,dc_to_customer
SHP006174,DC0002,CUST0004,PRD0124,air,2025-03-05,2025-03-08,4,3,83278.53,202,dc_to_customer
SHP006175,DC0004,CUST0010,PRD0021,ocean,2025-08-31,2025-09-18,17,18,5215.44,133,dc_to_customer
SHP006176,DC0005,CUST0011,PRD0037,air,2025-12-04,2025-12-07,3,3,39901.89,177,dc_to_customer
SHP006177,DC0002,CUST0019,PRD0135,ocean,2024-12-10,2025-01-07,25,28,6864.23,117,dc_to_customer
SHP006178,DC0001,CUST0014,PRD0072,rail,2024-11-15,2024-11-26,10,11,9224.92,155,dc_to_customer
SHP006179,DC0002,CUST0025,PRD0120,ocean,2024-10-12,2024-11-06,25,25,9505.45,157,dc_to_customer
SHP006180,DC0005,CUST0015,PRD0133,ocean,2024-10-23,2024-11-04,12,12,1953.14,76,dc_to_customer
SHP006181,DC0005,CUST0014,PRD0021,air,2026-01-09,2026-01-12,4,3,132265.05,362,dc_to_customer
SHP006182,DC0002,CUST0029,PRD0134,ocean,2026-08-10,2026-09-08,27,29,4069.39,62,dc_to_customer
SHP006183,DC0005,CUST0027,PRD0023,rail,2025-06-08,2025-06-14,7,6,10016.89,236,dc_to_customer
SHP006184,DC0004,CUST0016,PRD0063,rail,2026-01-10,2026-01-12,2,2,938.74,158,dc_to_customer
SHP006185,DC0004,CUST0012,PRD0121,ocean,2024-12-23,2025-01-15,23,23,14149.4,257,dc_to_customer
SHP006186,DC0006,CUST0027,PRD0020,ocean,2025-11-29,2025-12-09,12,10,897.11,35,dc_to_customer
SHP006187,DC0005,CUST0008,PRD0139,ocean,2024-11-12,2024-11-25,15,13,6966.96,211,dc_to_customer
SHP006188,DC0004,CUST0012,PRD0149,ocean,2024-10-29,2024-11-20,23,22,17287.6,314,dc_to_customer
SHP006189,DC0002,CUST0025,PRD0080,ocean,2026-03-03,2026-03-29,25,26,7325.86,121,dc_to_customer
SHP006190,DC0006,CUST0028,PRD0014,air,2026-03-15,2026-03-19,5,4,93453.15,202,dc_to_customer
SHP006191,DC0003,CUST0007,PRD0088,ocean,2026-04-02,2026-04-15,13,13,26500.98,990,dc_to_customer
SHP006192,DC0005,CUST0012,PRD0137,ocean,2025-01-28,2025-02-25,29,28,11685.39,165,dc_to_customer
SHP006193,DC0004,CUST0016,PRD0003,road,2025-12-28,2025-12-29,1,1,898.34,84,dc_to_customer
SHP006194,DC0005,CUST0030,PRD0121,rail,2025-08-25,2025-09-03,9,9,21510.16,385,dc_to_customer
SHP006195,DC0006,CUST0018,PRD0117,ocean,2025-03-12,2025-03-23,12,11,3535.73,147,dc_to_customer
SHP006196,DC0005,CUST0012,PRD0132,ocean,2025-05-11,2025-06-08,29,28,7790.26,110,dc_to_customer
SHP006197,DC0003,CUST0011,PRD0121,air,2026-05-21,2026-05-25,5,4,45969.54,96,dc_to_customer
SHP006198,DC0004,CUST0029,PRD0147,rail,2025-10-05,2025-10-06,3,1,3111.34,252,dc_to_customer
SHP006199,DC0004,CUST0004,PRD0085,ocean,2026-07-27,2026-08-20,23,24,11912.86,222,dc_to_customer
SHP006200,DC0005,CUST0030,PRD0108,rail,2024-09-26,2024-10-07,9,11,3966.81,71,dc_to_customer
SHP006201,DC0001,CUST0030,PRD0091,air,2025-07-13,2025-07-17,4,4,57083.99,169,dc_to_customer
SHP006202,DC0002,CUST0012,PRD0076,air,2026-06-30,2026-07-06,7,6,96169.66,128,dc_to_customer
SHP006203,DC0001,CUST0019,PRD0075,ocean,2025-06-09,2025-06-25,17,16,5627.39,151,dc_to_customer
SHP006204,DC0001,CUST0027,PRD0043,ocean,2025-04-20,2025-05-07,17,17,37198.12,947,dc_to_customer
SHP006205,DC0002,CUST0022,PRD0010,ocean,2025-06-04,2025-07-05,32,31,12163.26,155,dc_to_customer
SHP006206,DC0004,CUST0025,PRD0078,rail,2025-08-03,2025-08-04,2,1,1289.72,373,dc_to_customer
SHP006207,DC0006,CUST0026,PRD0145,rail,2024-09-27,2024-10-04,9,7,15262.29,287,dc_to_customer
SHP006208,DC0005,CUST0026,PRD0067,ocean,2025-10-13,2025-10-28,15,15,3873.96,122,dc_to_customer
SHP006209,DC0002,CUST0029,PRD0016,air,2026-05-21,2026-05-25,5,4,69409.35,141,dc_to_customer
SHP006210,DC0003,CUST0008,PRD0122,ocean,2025-04-12,2025-05-09,28,27,31139.87,452,dc_to_customer
SHP006211,DC0005,CUST0002,PRD0149,ocean,2026-01-29,2026-02-05,9,7,2196.46,127,dc_to_customer
SHP006212,DC0002,CUST0025,PRD0044,ocean,2025-08-26,2025-09-18,25,23,8718.38,144,dc_to_customer
SHP006213,DC0002,CUST0016,PRD0147,air,2024-12-10,2024-12-14,5,4,89525.99,189,dc_to_customer
SHP006214,DC0005,CUST0029,PRD0014,air,2026-02-05,2026-02-08,3,3,44420.47,170,dc_to_customer
SHP006215,DC0006,CUST0014,PRD0075,air,2025-08-23,2025-08-27,4,4,65844.0,181,dc_to_customer
SHP006216,DC0003,CUST0023,PRD0007,air,2024-11-22,2024-11-24,2,2,21334.8,119,dc_to_customer
SHP006217,DC0005,CUST0005,PRD0074,air,2026-01-07,2026-01-09,3,2,24858.78,109,dc_to_customer
SHP006218,DC0006,CUST0004,PRD0125,air,2025-12-27,2025-12-29,3,2,152317.53,502,dc_to_customer
SHP006219,DC0004,CUST0005,PRD0022,road,2026-01-14,2026-01-15,1,1,7394.58,437,dc_to_customer
SHP006220,DC0001,CUST0006,PRD0033,ocean,2025-10-24,2025-11-13,20,20,3686.81,80,dc_to_customer
SHP006221,DC0005,CUST0025,PRD0130,ocean,2025-08-15,2025-08-27,13,12,1943.96,68,dc_to_customer
SHP006222,DC0006,CUST0007,PRD0020,ocean,2026-05-17,2026-06-05,19,19,18227.72,416,dc_to_customer
SHP006223,DC0002,CUST0023,PRD0072,rail,2025-09-06,2025-09-13,7,7,13833.14,342,dc_to_customer
SHP006224,DC0003,CUST0028,PRD0065,air,2025-06-15,2025-06-16,2,1,25369.82,132,dc_to_customer
SHP006225,DC0002,CUST0003,PRD0034,air,2025-08-29,2025-09-04,6,6,334942.2,497,dc_to_customer
SHP006226,DC0004,CUST0010,PRD0072,air,2026-08-09,2026-08-11,3,2,199108.1,677,dc_to_customer
SHP006227,DC0003,CUST0008,PRD0071,air,2025-11-25,2025-11-29,5,4,135892.47,263,dc_to_customer
SHP006228,DC0006,CUST0005,PRD0066,rail,2025-05-18,2025-05-25,9,7,11716.82,230,dc_to_customer
SHP006229,DC0004,CUST0010,PRD0004,ocean,2026-08-14,2026-08-31,17,17,13371.91,341,dc_to_customer
SHP006230,DC0005,CUST0013,PRD0029,air,2025-04-24,2025-04-26,2,2,30063.27,254,dc_to_customer
SHP006231,DC0006,CUST0030,PRD0045,ocean,2024-09-24,2024-10-08,15,14,5517.61,164,dc_to_customer
SHP006232,DC0002,CUST0023,PRD0039,rail,2024-10-06,2024-10-13,7,7,12053.44,298,dc_to_customer
SHP006233,DC0002,CUST0015,PRD0115,ocean,2026-05-04,2026-05-28,25,24,9186.93,151,dc_to_customer
SHP006234,DC0001,CUST0003,PRD0095,ocean,2025-05-15,2025-06-16,32,32,32296.18,402,dc_to_customer
SHP006235,DC0002,CUST0015,PRD0045,ocean,2026-02-24,2026-03-23,25,27,3285.39,54,dc_to_customer
SHP006236,DC0002,CUST0011,PRD0067,ocean,2024-09-23,2024-10-18,26,25,14107.91,222,dc_to_customer
SHP006237,DC0001,CUST0008,PRD0061,air,2026-06-13,2026-06-16,4,3,118959.56,337,dc_to_customer
SHP006238,DC0002,CUST0002,PRD0125,rail,2025-05-09,2025-05-15,6,6,3717.27,106,dc_to_customer
SHP006239,DC0005,CUST0008,PRD0047,ocean,2024-11-13,2024-11-27,15,14,4556.59,138,dc_to_customer
SHP006240,DC0001,CUST0021,PRD0136,ocean,2025-05-12,2025-06-03,20,22,20276.56,437,dc_to_customer
SHP006241,DC0001,CUST0009,PRD0009,air,2025-05-21,2025-05-25,4,4,106376.03,284,dc_to_customer
SHP006242,DC0002,CUST0002,PRD0088,ocean,2025-05-17,2025-05-27,11,10,3934.69,187,dc_to_customer
SHP006243,DC0002,CUST0023,PRD0022,rail,2025-12-28,2026-01-04,7,7,3316.72,82,dc_to_customer
SHP006244,DC0002,CUST0021,PRD0038,ocean,2025-03-02,2025-03-31,28,29,5491.28,81,dc_to_customer
SHP006245,DC0002,CUST0005,PRD0040,ocean,2025-12-18,2026-01-13,27,26,11975.69,184,dc_to_customer
SHP006246,DC0001,CUST0021,PRD0127,air,2025-11-08,2025-11-12,4,4,128758.48,370,dc_to_customer
SHP006247,DC0002,CUST0028,PRD0106,air,2026-06-26,2026-06-29,3,3,15422.5,79,dc_to_customer
SHP006248,DC0005,CUST0021,PRD0099,air,2024-10-21,2024-10-24,3,3,61828.36,257,dc_to_customer
SHP006249,DC0003,CUST0008,PRD0061,ocean,2025-04-13,2025-05-10,28,27,12607.51,183,dc_to_customer
SHP006250,DC0003,CUST0024,PRD0113,ocean,2025-05-07,2025-05-21,14,14,2183.04,73,dc_to_customer
SHP006251,DC0006,CUST0001,PRD0043,ocean,2024-09-18,2024-10-06,18,18,12101.57,290,dc_to_customer
SHP006252,DC0006,CUST0025,PRD0054,rail,2025-04-28,2025-05-06,8,8,19560.44,409,dc_to_customer
SHP006253,DC0001,CUST0029,PRD0148,ocean,2025-08-04,2025-08-27,20,23,33898.27,748,dc_to_customer
SHP006254,DC0004,CUST0007,PRD0089,ocean,2026-05-23,2026-06-12,22,20,9523.59,180,dc_to_customer
SHP006255,DC0006,CUST0024,PRD0014,ocean,2025-10-21,2025-11-09,20,19,3845.76,81,dc_to_customer
SHP006256,DC0004,CUST0028,PRD0068,ocean,2026-06-20,2026-07-25,35,35,12117.86,140,dc_to_customer
SHP006257,DC0005,CUST0027,PRD0030,ocean,2025-03-16,2025-03-26,12,10,1680.8,66,dc_to_customer
SHP006258,DC0005,CUST0014,PRD0014,air,2026-01-22,2026-01-26,4,4,40921.78,112,dc_to_customer
SHP006259,DC0003,CUST0013,PRD0043,ocean,2025-11-04,2025-11-13,11,9,5147.55,242,dc_to_customer
SHP006260,DC0004,CUST0002,PRD0119,ocean,2026-08-20,2026-09-06,18,17,5107.89,128,dc_to_customer
SHP006261,DC0004,CUST0019,PRD0103,rail,2025-06-05,2025-06-08,3,3,2160.26,169,dc_to_customer
SHP006262,DC0003,CUST0003,PRD0122,air,2025-06-14,2025-06-20,6,6,81599.32,122,dc_to_customer
SHP006263,DC0004,CUST0005,PRD0078,road,2025-10-24,2025-10-25,1,1,1319.86,78,dc_to_customer
SHP006264,DC0006,CUST0004,PRD0122,ocean,2026-04-13,2026-04-29,18,16,3883.79,96,dc_to_customer
SHP006265,DC0003,CUST0023,PRD0137,rail,2024-11-15,2024-11-22,7,7,3107.59,78,dc_to_customer
SHP006266,DC0006,CUST0020,PRD0060,rail,2026-01-07,2026-01-14,8,7,13700.73,279,dc_to_customer
SHP006267,DC0003,CUST0027,PRD0098,air,2025-05-05,2025-05-10,5,5,58205.89,127,dc_to_customer
SHP006268,DC0003,CUST0013,PRD0100,air,2025-09-04,2025-09-05,2,1,12443.47,78,dc_to_customer
SHP006269,DC0004,CUST0030,PRD0122,rail,2026-03-13,2026-03-14,2,1,2547.21,275,dc_to_customer
SHP006270,DC0005,CUST0006,PRD0068,air,2025-05-08,2025-05-10,3,2,22167.04,93,dc_to_customer
SHP006271,DC0001,CUST0001,PRD0038,ocean,2025-11-24,2025-12-14,21,20,4366.81,89,dc_to_customer
SHP006272,DC0006,CUST0017,PRD0136,ocean,2025-05-25,2025-06-25,30,31,25812.79,345,dc_to_customer
SHP006273,DC0004,CUST0017,PRD0112,air,2025-07-17,2025-07-21,4,4,288346.01,806,dc_to_customer
SHP006274,DC0002,CUST0005,PRD0004,air,2025-08-30,2025-09-05,5,6,189886.25,389,dc_to_customer
SHP006275,DC0001,CUST0002,PRD0074,road,2026-05-12,2026-05-13,1,1,1861.99,254,dc_to_customer
SHP006276,DC0002,CUST0023,PRD0115,air,2026-03-29,2026-03-31,2,2,17655.46,97,dc_to_customer
SHP006277,DC0002,CUST0028,PRD0098,air,2026-05-07,2026-05-10,3,3,60128.23,308,dc_to_customer
SHP006278,DC0003,CUST0018,PRD0081,ocean,2025-09-28,2025-10-18,25,20,14262.55,239,dc_to_customer
SHP006279,DC0001,CUST0028,PRD0136,air,2025-03-31,2025-04-03,4,3,42337.8,119,dc_to_customer
SHP006280,DC0005,CUST0018,PRD0011,rail,2024-10-08,2024-10-14,7,6,4299.4,108,dc_to_customer
SHP006281,DC0006,CUST0020,PRD0025,rail,2026-08-28,2026-09-04,8,7,2062.48,42,dc_to_customer
SHP006282,DC0005,CUST0012,PRD0137,air,2025-06-22,2025-06-26,5,4,303820.23,572,dc_to_customer
SHP006283,DC0001,CUST0025,PRD0091,ocean,2025-02-14,2025-03-03,18,17,9888.18,249,dc_to_customer
SHP006284,DC0003,CUST0003,PRD0111,air,2026-02-25,2026-03-03,6,6,133100.53,199,dc_to_customer
SHP006285,DC0001,CUST0009,PRD0070,ocean,2024-11-09,2024-11-30,21,21,1747.96,35,dc_to_customer
SHP006286,DC0001,CUST0011,PRD0086,ocean,2026-05-09,2026-05-28,19,19,14413.31,340,dc_to_customer
SHP006287,DC0006,CUST0028,PRD0070,air,2024-11-11,2024-11-16,5,5,223454.81,483,dc_to_customer
SHP006288,DC0006,CUST0012,PRD0069,ocean,2025-05-06,2025-06-04,29,29,16057.28,226,dc_to_customer
SHP006289,DC0004,CUST0017,PRD0026,ocean,2024-10-22,2024-11-09,20,18,13642.18,286,dc_to_customer
SHP006290,DC0002,CUST0025,PRD0066,ocean,2026-04-08,2026-05-02,25,24,5025.18,83,dc_to_customer
SHP006291,DC0004,CUST0013,PRD0150,air,2025-08-15,2025-08-18,3,3,128544.09,419,dc_to_customer
SHP006292,DC0005,CUST0009,PRD0101,air,2025-02-03,2025-02-05,3,2,14542.14,47,dc_to_customer
SHP006293,DC0005,CUST0005,PRD0119,rail,2026-04-04,2026-04-13,9,9,20424.24,403,dc_to_customer
SHP006294,DC0001,CUST0019,PRD0062,ocean,2025-12-21,2026-01-07,17,17,9503.21,255,dc_to_customer
SHP006295,DC0006,CUST0006,PRD0050,air,2025-04-11,2025-04-13,3,2,33560.12,140,dc_to_customer
SHP006296,DC0003,CUST0005,PRD0134,air,2026-04-10,2026-04-15,5,5,52524.0,107,dc_to_customer
SHP006297,DC0003,CUST0001,PRD0087,ocean,2025-07-15,2025-08-05,23,21,4405.46,81,dc_to_customer
SHP006298,DC0005,CUST0012,PRD0047,ocean,2025-10-01,2025-10-29,29,28,9844.06,139,dc_to_customer
SHP006299,DC0003,CUST0029,PRD0081,ocean,2025-01-27,2025-02-22,27,26,11775.6,179,dc_to_customer
SHP006300,DC0004,CUST0009,PRD0141,air,2025-06-23,2025-06-26,4,3,316860.34,781,dc_to_customer
SHP006301,DC0005,CUST0023,PRD0003,air,2025-12-01,2025-12-04,4,3,115539.07,257,dc_to_customer
SHP006302,DC0005,CUST0025,PRD0003,air,2025-07-30,2025-08-03,3,4,75900.25,354,dc_to_customer
SHP006303,DC0003,CUST0005,PRD0018,air,2026-03-12,2026-03-16,5,4,303362.91,618,dc_to_customer
SHP006304,DC0005,CUST0008,PRD0004,ocean,2025-01-13,2025-01-27,15,14,2542.45,77,dc_to_customer
SHP006305,DC0006,CUST0020,PRD0106,rail,2024-09-17,2024-09-24,8,7,34472.8,702,dc_to_customer
SHP006306,DC0003,CUST0006,PRD0026,ocean,2026-01-27,2026-02-22,28,26,7947.53,117,dc_to_customer
SHP006307,DC0001,CUST0002,PRD0135,road,2026-05-23,2026-05-24,1,1,5805.89,792,dc_to_customer
SHP006308,DC0004,CUST0013,PRD0027,ocean,2025-10-27,2025-11-13,18,17,13989.52,342,dc_to_customer
SHP006309,DC0006,CUST0004,PRD0115,ocean,2025-02-05,2025-02-23,18,18,3721.97,92,dc_to_customer
SHP006310,DC0005,CUST0016,PRD0090,ocean,2026-08-03,2026-08-21,14,18,4871.96,156,dc_to_customer
SHP006311,DC0003,CUST0004,PRD0057,ocean,2026-02-24,2026-03-17,23,21,5418.38,97,dc_to_customer
SHP006312,DC0001,CUST0028,PRD0073,ocean,2025-08-09,2025-08-30,20,21,9629.77,203,dc_to_customer
SHP006313,DC0005,CUST0020,PRD0065,ocean,2026-07-16,2026-07-30,14,14,8541.06,291,dc_to_customer
SHP006314,DC0006,CUST0013,PRD0050,ocean,2025-09-25,2025-10-05,9,10,7562.93,486,dc_to_customer
SHP006315,DC0004,CUST0001,PRD0009,ocean,2025-11-24,2025-12-20,24,26,26609.07,472,dc_to_customer
SHP006316,DC0003,CUST0002,PRD0007,air,2026-03-16,2026-03-17,2,1,5932.67,37,dc_to_customer
SHP006317,DC0006,CUST0023,PRD0024,ocean,2025-07-15,2025-08-07,25,23,9201.76,154,dc_to_customer
SHP006318,DC0002,CUST0014,PRD0015,air,2025-10-20,2025-10-22,3,2,43080.01,189,dc_to_customer
SHP006319,DC0005,CUST0025,PRD0056,ocean,2025-12-03,2025-12-15,13,12,6603.75,231,dc_to_customer
SHP006320,DC0004,CUST0028,PRD0032,ocean,2025-09-18,2025-10-22,35,34,97029.45,1121,dc_to_customer
SHP006321,DC0005,CUST0029,PRD0031,air,2025-05-26,2025-05-29,3,3,161742.77,619,dc_to_customer
SHP006322,DC0001,CUST0013,PRD0023,road,2024-12-20,2024-12-21,1,1,1770.38,306,dc_to_customer
SHP006323,DC0003,CUST0006,PRD0034,air,2024-12-22,2024-12-26,5,4,133987.21,263,dc_to_customer
SHP006324,DC0003,CUST0026,PRD0097,ocean,2026-01-14,2026-02-08,27,25,13234.54,199,dc_to_customer
SHP006325,DC0006,CUST0001,PRD0145,ocean,2025-04-10,2025-04-26,18,16,8220.72,197,dc_to_customer
SHP006326,DC0004,CUST0026,PRD0048,road,2025-07-17,2025-07-18,1,1,4481.29,252,dc_to_customer
SHP006327,DC0004,CUST0017,PRD0029,ocean,2025-04-23,2025-05-09,20,16,12926.68,271,dc_to_customer
SHP006328,DC0006,CUST0022,PRD0048,air,2026-04-29,2026-05-03,5,4,43582.6,90,dc_to_customer
SHP006329,DC0003,CUST0018,PRD0065,ocean,2024-10-20,2024-11-14,25,25,9727.18,163,dc_to_customer
SHP006330,DC0006,CUST0018,PRD0076,ocean,2025-01-29,2025-02-09,12,11,2573.62,107,dc_to_customer
SHP006331,DC0003,CUST0008,PRD0120,ocean,2025-06-30,2025-07-26,28,26,15294.36,222,dc_to_customer
SHP006332,DC0001,CUST0011,PRD0020,ocean,2026-04-25,2026-05-16,19,21,4112.03,97,dc_to_customer
SHP006333,DC0001,CUST0007,PRD0117,ocean,2025-12-17,2025-12-31,14,14,11606.88,374,dc_to_customer
SHP006334,DC0003,CUST0028,PRD0071,rail,2025-03-09,2025-03-15,7,6,8499.32,199,dc_to_customer
SHP006335,DC0004,CUST0007,PRD0110,air,2025-11-14,2025-11-17,4,3,36903.91,93,dc_to_customer
SHP006336,DC0002,CUST0005,PRD0083,ocean,2025-06-25,2025-07-22,27,27,12431.29,191,dc_to_customer
SHP006337,DC0004,CUST0020,PRD0066,road,2024-11-25,2024-11-26,1,1,462.41,83,dc_to_customer
SHP006338,DC0004,CUST0017,PRD0042,ocean,2025-01-21,2025-02-12,20,22,19986.27,419,dc_to_customer
SHP006339,DC0001,CUST0019,PRD0019,ocean,2025-03-01,2025-03-18,17,17,5180.18,139,dc_to_customer
SHP006340,DC0002,CUST0002,PRD0071,rail,2026-04-27,2026-05-01,6,4,2314.53,66,dc_to_customer
SHP006341,DC0003,CUST0001,PRD0016,air,2025-08-06,2025-08-10,4,4,210075.3,515,dc_to_customer
SHP006342,DC0005,CUST0030,PRD0098,ocean,2025-10-15,2025-10-31,15,16,4592.56,137,dc_to_customer
SHP006343,DC0003,CUST0028,PRD0100,ocean,2025-07-17,2025-07-26,12,9,3562.03,139,dc_to_customer
SHP006344,DC0001,CUST0007,PRD0086,rail,2025-12-17,2025-12-25,9,8,12879.29,249,dc_to_customer
SHP006345,DC0002,CUST0025,PRD0016,ocean,2024-09-30,2024-10-26,25,26,9202.73,152,dc_to_customer
SHP006346,DC0001,CUST0010,PRD0067,air,2024-12-28,2025-01-02,5,5,77634.88,155,dc_to_customer
SHP006347,DC0002,CUST0025,PRD0068,ocean,2024-12-12,2025-01-07,25,26,18344.92,303,dc_to_customer
SHP006348,DC0005,CUST0005,PRD0046,ocean,2025-03-10,2025-03-21,14,11,6324.93,208,dc_to_customer
SHP006349,DC0004,CUST0004,PRD0113,ocean,2026-04-10,2026-05-03,23,23,12556.79,234,dc_to_customer
SHP006350,DC0005,CUST0002,PRD0018,ocean,2025-12-26,2026-01-06,9,11,5119.31,296,dc_to_customer
SHP006351,DC0006,CUST0013,PRD0126,air,2025-01-09,2025-01-11,2,2,14705.7,126,dc_to_customer
SHP006352,DC0003,CUST0004,PRD0052,air,2026-05-15,2026-05-17,4,2,310439.7,741,dc_to_customer
SHP006353,DC0006,CUST0016,PRD0101,rail,2026-08-04,2026-08-13,9,9,17708.5,339,dc_to_customer
SHP006354,DC0001,CUST0027,PRD0046,ocean,2025-08-22,2025-09-06,17,15,4360.07,111,dc_to_customer
SHP006355,DC0006,CUST0005,PRD0126,rail,2024-09-18,2024-09-28,9,10,10952.68,215,dc_to_customer
SHP006356,DC0006,CUST0025,PRD0028,ocean,2026-05-21,2026-06-04,14,14,14347.51,500,dc_to_customer
SHP006357,DC0002,CUST0007,PRD0037,ocean,2024-11-03,2024-11-15,13,12,9126.77,332,dc_to_customer
