shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity
SHP006887,DC0004,CUST0025,PRD0093,road,2025-05-04,2025-05-05,1,1,5900.22,948
SHP006888,DC0002,CUST0006,PRD0102,ocean,2024-12-13,2025-01-11,28,29,13361.14,198
SHP006889,DC0005,CUST0006,PRD0038,ocean,2026-05-13,2026-05-28,15,15,7976.96,251
SHP006890,DC0002,CUST0017,PRD0110,air,2025-07-19,2025-07-23,6,4,46943.5,69
SHP006891,DC0005,CUST0003,PRD0095,air,2025-07-02,2025-07-07,5,5,326490.09,578
SHP006892,DC0003,CUST0007,PRD0099,rail,2026-03-16,2026-03-25,8,9,11064.38,248
SHP006893,DC0003,CUST0028,PRD0096,ocean,2025-03-01,2025-03-12,12,11,2536.98,99
SHP006894,DC0001,CUST0011,PRD0004,ocean,2026-04-14,2026-05-03,19,19,2246.78,53
SHP006895,DC0004,CUST0012,PRD0073,ocean,2025-05-09,2025-06-04,23,26,11671.88,212
SHP006896,DC0003,CUST0007,PRD0089,ocean,2025-09-05,2025-09-20,13,15,2998.09,112
SHP006897,DC0005,CUST0006,PRD0090,rail,2024-11-04,2024-11-13,9,9,17108.61,323
SHP006898,DC0002,CUST0010,PRD0079,ocean,2025-06-01,2025-06-30,31,29,12576.61,162
SHP006899,DC0004,CUST0018,PRD0115,rail,2026-03-06,2026-03-10,3,4,7267.24,600
SHP006900,DC0005,CUST0020,PRD0144,rail,2025-05-23,2025-05-31,8,8,6995.25,143
SHP006901,DC0005,CUST0019,PRD0023,ocean,2025-12-30,2026-01-12,12,13,2605.73,112
SHP006902,DC0006,CUST0013,PRD0056,ocean,2024-12-23,2025-01-02,9,10,2038.57,131
SHP006903,DC0003,CUST0016,PRD0114,ocean,2026-03-05,2026-03-30,26,25,6020.78,95
SHP006904,DC0005,CUST0011,PRD0107,ocean,2025-07-07,2025-07-19,14,12,1923.71,64
SHP006905,DC0005,CUST0019,PRD0114,ocean,2025-02-16,2025-03-01,12,13,3955.13,170
SHP006906,DC0003,CUST0023,PRD0074,ocean,2026-04-09,2026-04-19,12,10,4852.62,203
SHP006907,DC0006,CUST0025,PRD0042,ocean,2025-07-01,2025-07-15,14,14,3299.93,115
SHP006908,DC0004,CUST0012,PRD0109,ocean,2025-06-28,2025-07-23,23,25,33474.08,608
SHP006909,DC0002,CUST0021,PRD0107,ocean,2025-08-03,2025-08-31,28,28,11728.3,173
SHP006910,DC0005,CUST0029,PRD0036,rail,2026-05-15,2026-05-23,10,8,26942.61,464
SHP006911,DC0004,CUST0010,PRD0023,air,2026-04-03,2026-04-06,3,3,90583.89,308
SHP006912,DC0002,CUST0018,PRD0037,ocean,2025-05-24,2025-06-17,25,24,38802.74,655
SHP006913,DC0002,CUST0024,PRD0054,rail,2024-09-25,2024-10-01,9,6,4243.12,83
SHP006914,DC0003,CUST0030,PRD0078,ocean,2024-12-18,2025-01-14,27,27,8786.87,133
SHP006915,DC0001,CUST0007,PRD0122,ocean,2024-09-11,2024-09-26,14,15,1427.58,46
SHP006916,DC0003,CUST0024,PRD0135,air,2026-04-12,2026-04-15,3,3,60781.29,271
SHP006917,DC0006,CUST0013,PRD0086,ocean,2026-07-21,2026-08-01,9,11,1198.24,77
SHP006918,DC0006,CUST0012,PRD0017,ocean,2024-11-04,2024-12-04,29,30,9946.99,140
SHP006919,DC0002,CUST0026,PRD0097,ocean,2025-04-20,2025-05-15,27,25,26729.75,404
SHP006920,DC0002,CUST0028,PRD0023,rail,2026-08-17,2026-08-25,8,8,3947.81,91
SHP006921,DC0005,CUST0018,PRD0002,rail,2025-01-01,2025-01-06,7,5,11783.53,296
SHP006922,DC0002,CUST0025,PRD0105,ocean,2024-10-18,2024-11-08,25,21,13077.57,216
SHP006923,DC0006,CUST0030,PRD0070,air,2026-03-09,2026-03-10,3,1,20186.37,80
SHP006924,DC0006,CUST0009,PRD0107,ocean,2025-12-27,2026-01-12,18,16,6499.32,157
SHP006925,DC0001,CUST0024,PRD0045,ocean,2025-12-13,2025-12-28,16,15,4443.22,127
SHP006926,DC0001,CUST0009,PRD0143,ocean,2026-06-21,2026-07-12,21,21,10088.24,202
SHP006927,DC0004,CUST0004,PRD0119,ocean,2024-10-15,2024-11-09,23,25,3702.64,69
SHP006928,DC0004,CUST0026,PRD0146,rail,2025-12-06,2025-12-07,2,1,2677.31,271
SHP006929,DC0003,CUST0012,PRD0036,ocean,2026-02-03,2026-03-14,40,39,21023.07,208
SHP006930,DC0001,CUST0030,PRD0052,air,2025-12-27,2025-12-31,4,4,131394.5,389
SHP006931,DC0005,CUST0021,PRD0048,rail,2025-09-16,2025-09-25,9,9,7003.47,131
SHP006932,DC0001,CUST0004,PRD0098,ocean,2025-04-06,2025-04-25,21,19,4645.66,95
SHP006933,DC0002,CUST0030,PRD0075,ocean,2025-06-22,2025-07-17,27,25,13827.26,210
SHP006934,DC0004,CUST0022,PRD0142,ocean,2026-01-11,2026-01-29,18,18,4446.52,111
SHP006935,DC0003,CUST0023,PRD0126,ocean,2025-10-10,2025-10-21,12,11,4613.58,193
SHP006936,DC0005,CUST0004,PRD0011,ocean,2025-04-12,2025-04-30,18,18,13707.43,340
SHP006937,DC0002,CUST0014,PRD0078,ocean,2026-02-25,2026-03-10,14,13,8448.85,278
SHP006938,DC0006,CUST0018,PRD0150,air,2026-06-26,2026-06-27,2,1,26157.16,145
SHP006939,DC0002,CUST0018,PRD0078,ocean,2024-09-09,2024-10-03,25,24,23163.16,391
SHP006940,DC0003,CUST0023,PRD0127,ocean,2025-03-26,2025-04-06,12,11,5641.47,236
SHP006941,DC0004,CUST0023,PRD0144,ocean,2025-09-22,2025-10-25,34,33,19297.38,227
SHP006942,DC0005,CUST0010,PRD0119,ocean,2026-07-04,2026-07-29,26,25,20393.67,321
SHP006943,DC0001,CUST0020,PRD0058,ocean,2026-01-25,2026-02-12,18,18,13187.58,324
SHP006944,DC0001,CUST0024,PRD0007,rail,2025-07-24,2025-08-02,10,9,7638.61,131
SHP006945,DC0006,CUST0024,PRD0001,ocean,2025-01-30,2025-02-16,20,17,4985.25,105
SHP006946,DC0006,CUST0007,PRD0040,air,2025-10-04,2025-10-07,4,3,65724.96,200
SHP006947,DC0001,CUST0026,PRD0068,ocean,2026-03-30,2026-04-18,19,19,9822.65,219
SHP006948,DC0005,CUST0014,PRD0077,ocean,2025-12-21,2026-01-10,21,20,8671.52,178
SHP006949,DC0003,CUST0005,PRD0121,ocean,2026-01-23,2026-02-16,27,24,35735.95,546
SHP006950,DC0006,CUST0026,PRD0032,rail,2026-06-10,2026-06-19,9,9,3669.33,69
SHP006951,DC0003,CUST0028,PRD0074,rail,2026-03-25,2026-03-31,7,6,4569.99,107
SHP006952,DC0006,CUST0015,PRD0107,ocean,2025-06-24,2025-07-05,12,11,3801.77,147
SHP006953,DC0005,CUST0006,PRD0046,rail,2025-01-25,2025-02-03,9,9,23994.43,453
SHP006954,DC0003,CUST0002,PRD0126,ocean,2025-04-10,2025-04-20,11,10,4810.27,225
SHP006955,DC0001,CUST0028,PRD0063,ocean,2024-09-30,2024-10-21,20,21,2656.49,56
SHP006956,DC0004,CUST0027,PRD0008,road,2025-05-04,2025-05-05,1,1,1013.07,53
SHP006957,DC0004,CUST0004,PRD0031,ocean,2026-02-12,2026-03-09,23,25,12073.84,225
SHP006958,DC0002,CUST0018,PRD0071,ocean,2026-02-23,2026-03-19,25,24,8886.12,150
SHP006959,DC0002,CUST0002,PRD0127,rail,2024-12-04,2024-12-07,6,3,7715.09,220
SHP006960,DC0001,CUST0010,PRD0018,ocean,2026-08-25,2026-09-22,27,28,2738.09,41
SHP006961,DC0003,CUST0008,PRD0093,air,2025-03-29,2025-04-02,5,4,133308.97,258
SHP006962,DC0005,CUST0014,PRD0149,air,2024-11-10,2024-11-13,4,3,25576.11,70
SHP006963,DC0003,CUST0026,PRD0124,ocean,2025-10-09,2025-11-03,27,25,11438.9,172
SHP006964,DC0004,CUST0027,PRD0145,rail,2025-09-17,2025-09-20,3,3,807.06,76
SHP006965,DC0005,CUST0007,PRD0112,air,2026-03-07,2026-03-11,4,4,37646.16,114
SHP006966,DC0001,CUST0015,PRD0067,ocean,2024-12-29,2025-01-16,17,18,4061.63,103
SHP006967,DC0003,CUST0015,PRD0122,ocean,2024-09-24,2024-10-18,25,24,9371.9,153
SHP006968,DC0004,CUST0007,PRD0031,air,2026-04-05,2026-04-08,4,3,138488.86,349
SHP006969,DC0005,CUST0025,PRD0096,air,2025-11-08,2025-11-11,3,3,88979.11,415
SHP006970,DC0002,CUST0024,PRD0132,rail,2025-02-26,2025-03-05,9,7,5674.54,111
SHP006971,DC0003,CUST0017,PRD0148,ocean,2026-03-20,2026-04-26,36,37,39355.8,437
SHP006972,DC0002,CUST0030,PRD0005,ocean,2026-02-13,2026-03-11,27,26,7177.0,109
SHP006973,DC0001,CUST0023,PRD0067,ocean,2026-08-21,2026-09-10,20,20,19084.56,418
SHP006974,DC0006,CUST0005,PRD0042,ocean,2024-11-23,2024-12-07,14,14,22771.39,745
SHP006975,DC0003,CUST0011,PRD0149,ocean,2024-10-17,2024-11-11,26,25,17174.73,269
SHP006976,DC0003,CUST0024,PRD0015,ocean,2025-06-01,2025-06-14,14,13,4784.75,160
SHP006977,DC0002,CUST0018,PRD0038,ocean,2025-12-03,2025-12-28,25,25,25236.59,426
SHP006978,DC0002,CUST0026,PRD0082,air,2025-05-19,2025-05-23,5,4,85349.94,172
SHP006979,DC0006,CUST0007,PRD0119,air,2024-10-08,2024-10-12,4,4,59809.72,182
SHP006980,DC0003,CUST0020,PRD0035,air,2025-12-20,2025-12-25,5,5,70483.43,152
SHP006981,DC0006,CUST0024,PRD0092,ocean,2024-12-03,2024-12-23,20,20,10112.93,213
SHP006982,DC0002,CUST0030,PRD0042,ocean,2025-04-08,2025-05-05,27,27,13629.72,207
SHP006983,DC0002,CUST0023,PRD0014,air,2026-02-20,2026-02-21,2,1,16381.36,90
SHP006984,DC0006,CUST0008,PRD0070,rail,2025-07-29,2025-08-09,9,11,4979.19,90
SHP006985,DC0002,CUST0001,PRD0093,ocean,2026-08-18,2026-09-07,23,20,12093.17,226
SHP006986,DC0002,CUST0008,PRD0108,ocean,2026-04-11,2026-05-06,28,25,16913.19,247
SHP006987,DC0006,CUST0016,PRD0092,ocean,2026-08-23,2026-09-06,14,14,4043.18,129
SHP006988,DC0002,CUST0001,PRD0013,ocean,2025-10-19,2025-11-11,23,23,6153.6,115
SHP006989,DC0003,CUST0022,PRD0075,air,2026-06-15,2026-06-21,6,6,106350.65,182
SHP006990,DC0004,CUST0008,PRD0075,ocean,2025-12-03,2025-12-07,7,4,3746.77,380
SHP006991,DC0002,CUST0008,PRD0136,ocean,2025-09-26,2025-10-22,28,26,7943.04,116
SHP006992,DC0001,CUST0007,PRD0020,ocean,2025-11-10,2025-11-23,14,13,6144.82,198
SHP006993,DC0006,CUST0022,PRD0132,ocean,2025-05-16,2025-06-13,27,28,15883.44,246
SHP006994,DC0004,CUST0026,PRD0050,road,2025-03-29,2025-03-30,1,1,5886.14,331
SHP006995,DC0002,CUST0030,PRD0047,ocean,2026-03-27,2026-04-24,27,28,28049.58,426
SHP006996,DC0002,CUST0015,PRD0025,ocean,2026-02-04,2026-02-27,25,23,3954.64,65
SHP006997,DC0005,CUST0011,PRD0043,ocean,2026-01-05,2026-01-20,14,15,8356.1,278
SHP006998,DC0002,CUST0015,PRD0140,ocean,2026-02-04,2026-02-28,25,24,19712.36,324
SHP006999,DC0003,CUST0018,PRD0083,ocean,2025-09-16,2025-10-11,25,25,9428.8,158
SHP007000,DC0002,CUST0029,PRD0081,ocean,2025-03-02,2025-03-28,27,26,32161.31,490
SHP007001,DC0002,CUST0029,PRD0078,ocean,2025-04-30,2025-05-25,27,25,12864.52,196
SHP007002,DC0004,CUST0022,PRD0070,ocean,2025-10-31,2025-11-17,18,17,11657.08,291
SHP007003,DC0003,CUST0003,PRD0093,air,2026-04-24,2026-04-29,6,5,26085.03,39
SHP007004,DC0002,CUST0014,PRD0025,ocean,2025-05-24,2025-06-05,14,12,4862.65,160
SHP007005,DC0004,CUST0015,PRD0137,road,2024-11-14,2024-11-15,1,1,7352.37,405
SHP007006,DC0005,CUST0002,PRD0149,ocean,2026-02-02,2026-02-12,9,10,726.39,42
SHP007007,DC0001,CUST0007,PRD0091,air,2026-04-28,2026-05-01,3,3,41198.22,177
SHP007008,DC0004,CUST0003,PRD0037,ocean,2024-11-02,2024-11-22,21,20,40307.4,831
SHP007009,DC0005,CUST0002,PRD0004,ocean,2024-10-19,2024-10-27,9,8,2870.96,166
SHP007010,DC0003,CUST0023,PRD0036,rail,2026-06-11,2026-06-18,7,7,14183.36,356
SHP007011,DC0001,CUST0020,PRD0133,air,2025-08-15,2025-08-17,3,2,34800.56,114
SHP007012,DC0006,CUST0007,PRD0073,ocean,2025-07-24,2025-08-11,19,18,8237.53,188
SHP007013,DC0004,CUST0007,PRD0096,ocean,2025-05-30,2025-06-21,22,22,31269.12,591
SHP007014,DC0001,CUST0002,PRD0125,road,2025-09-21,2025-09-22,1,1,1216.89,166
SHP007015,DC0005,CUST0005,PRD0106,air,2025-11-05,2025-11-07,3,2,39682.83,174
SHP007016,DC0003,CUST0029,PRD0088,ocean,2025-09-15,2025-10-13,27,28,8288.97,126
SHP007017,DC0001,CUST0012,PRD0042,air,2025-06-17,2025-06-23,6,6,385750.73,596
SHP007018,DC0003,CUST0003,PRD0027,air,2025-03-14,2025-03-20,6,6,180588.67,270
SHP007019,DC0006,CUST0030,PRD0056,rail,2025-09-01,2025-09-10,9,9,9420.31,168
SHP007020,DC0002,CUST0008,PRD0040,air,2025-07-08,2025-07-12,5,4,82682.89,161
SHP007021,DC0004,CUST0009,PRD0129,ocean,2025-07-20,2025-08-12,23,23,6383.19,118
SHP007022,DC0006,CUST0013,PRD0057,air,2026-07-11,2026-07-12,2,1,7936.41,68
SHP007023,DC0001,CUST0009,PRD0049,ocean,2025-08-25,2025-09-15,21,21,8889.64,178
SHP007024,DC0002,CUST0019,PRD0144,ocean,2026-08-11,2026-09-04,25,24,7098.91,121
SHP007025,DC0001,CUST0024,PRD0135,ocean,2026-04-25,2026-05-11,16,16,9796.08,280
SHP007026,DC0002,CUST0028,PRD0137,ocean,2024-12-17,2024-12-29,13,12,3540.02,136
SHP007027,DC0003,CUST0022,PRD0142,ocean,2024-12-05,2025-01-07,32,33,17530.33,225
SHP007028,DC0005,CUST0025,PRD0030,rail,2026-02-02,2026-02-09,8,7,5384.01,113
SHP007029,DC0006,CUST0007,PRD0107,ocean,2024-12-06,2024-12-24,19,18,8062.26,184
SHP007030,DC0002,CUST0014,PRD0118,rail,2026-01-28,2026-02-07,9,10,14689.25,290
SHP007031,DC0004,CUST0021,PRD0020,ocean,2026-05-23,2026-05-31,7,8,8510.68,822
SHP007032,DC0004,CUST0007,PRD0030,ocean,2024-11-28,2024-12-19,22,21,13121.39,248
SHP007033,DC0004,CUST0007,PRD0034,air,2025-02-05,2025-02-09,4,4,29761.22,75
SHP007034,DC0003,CUST0001,PRD0005,ocean,2025-08-13,2025-08-31,23,18,43184.41,794
SHP007035,DC0002,CUST0027,PRD0123,ocean,2026-02-27,2026-03-23,25,24,14747.25,243
SHP007036,DC0002,CUST0027,PRD0090,air,2026-07-21,2026-07-25,5,4,33682.0,74
SHP007037,DC0002,CUST0005,PRD0080,air,2025-05-30,2025-06-04,5,5,21966.28,45
SHP007038,DC0006,CUST0009,PRD0093,ocean,2026-07-27,2026-08-13,18,17,8113.8,196
SHP007039,DC0002,CUST0007,PRD0036,ocean,2025-11-14,2025-11-28,13,14,879.69,32
SHP007040,DC0004,CUST0028,PRD0114,ocean,2025-06-27,2025-08-02,35,36,33151.01,383
SHP007041,DC0001,CUST0010,PRD0134,ocean,2024-11-30,2024-12-26,27,26,11954.1,179
SHP007042,DC0002,CUST0011,PRD0088,air,2025-10-24,2025-10-29,5,5,65773.35,138
SHP007043,DC0002,CUST0005,PRD0045,ocean,2024-10-03,2024-10-29,27,26,12105.86,186
SHP007044,DC0002,CUST0029,PRD0078,ocean,2024-12-24,2025-01-22,27,29,12405.07,189
SHP007045,DC0006,CUST0028,PRD0008,ocean,2025-05-31,2025-06-26,26,26,8080.77,131
SHP007046,DC0006,CUST0018,PRD0031,rail,2026-08-24,2026-08-29,7,5,3607.88,90
SHP007047,DC0005,CUST0018,PRD0057,ocean,2025-04-12,2025-04-25,12,13,12396.59,519
SHP007048,DC0003,CUST0027,PRD0033,air,2025-08-22,2025-08-26,5,4,157201.73,343
SHP007049,DC0001,CUST0004,PRD0037,ocean,2026-04-01,2026-04-23,21,22,11345.19,232
SHP007050,DC0001,CUST0014,PRD0059,air,2024-12-16,2024-12-18,3,2,49278.95,184
SHP007051,DC0003,CUST0030,PRD0079,air,2025-11-06,2025-11-11,5,5,191263.08,386
SHP007052,DC0001,CUST0010,PRD0033,ocean,2024-10-09,2024-11-04,27,26,5476.18,82
SHP007053,DC0003,CUST0019,PRD0054,air,2026-06-15,2026-06-19,4,4,81127.47,183
SHP007054,DC0004,CUST0009,PRD0034,air,2026-06-11,2026-06-14,4,3,22314.11,55
SHP007055,DC0004,CUST0005,PRD0021,road,2025-02-07,2025-02-08,1,1,2301.29,136
SHP007056,DC0006,CUST0029,PRD0109,ocean,2026-04-21,2026-05-05,16,14,7337.87,210
SHP007057,DC0004,CUST0006,PRD0029,rail,2025-08-24,2025-08-28,4,4,639.88,38
SHP007058,DC0002,CUST0030,PRD0020,ocean,2024-12-01,2024-12-28,27,27,4214.02,64
SHP007059,DC0004,CUST0014,PRD0005,air,2025-05-15,2025-05-20,4,5,10082.21,24
SHP007060,DC0006,CUST0027,PRD0124,air,2026-05-28,2026-05-30,2,2,59209.04,308
SHP007061,DC0005,CUST0023,PRD0111,air,2025-07-04,2025-07-08,4,4,125429.57,279
SHP007062,DC0002,CUST0001,PRD0011,air,2025-10-25,2025-10-28,4,3,137252.12,342
SHP007063,DC0002,CUST0025,PRD0051,ocean,2025-10-19,2025-11-11,25,23,23854.45,394
SHP007064,DC0006,CUST0021,PRD0028,ocean,2026-06-19,2026-07-02,15,13,3580.74,111
SHP007065,DC0006,CUST0013,PRD0009,air,2026-03-25,2026-03-26,2,1,28944.56,248
SHP007066,DC0003,CUST0030,PRD0132,ocean,2025-08-15,2025-09-11,27,27,15393.54,233
SHP007067,DC0003,CUST0021,PRD0016,ocean,2026-02-08,2026-03-05,28,25,21496.22,315
SHP007068,DC0004,CUST0010,PRD0121,ocean,2025-11-17,2025-12-02,17,15,6862.42,175
SHP007069,DC0003,CUST0010,PRD0031,ocean,2026-03-11,2026-04-10,31,30,21815.57,283
SHP007070,DC0006,CUST0017,PRD0065,ocean,2025-09-05,2025-10-04,30,29,6658.95,89
SHP007071,DC0003,CUST0002,PRD0012,ocean,2025-08-04,2025-08-15,11,11,7461.27,349
SHP007072,DC0002,CUST0018,PRD0017,air,2025-07-27,2025-07-30,4,3,22659.62,51
SHP007073,DC0001,CUST0028,PRD0078,air,2025-07-27,2025-07-31,4,4,54078.54,152
SHP007074,DC0002,CUST0004,PRD0003,ocean,2026-05-25,2026-06-16,23,22,5167.12,94
SHP007075,DC0005,CUST0023,PRD0025,ocean,2025-04-28,2025-05-24,25,26,4555.63,76
SHP007076,DC0006,CUST0001,PRD0032,ocean,2026-04-07,2026-04-24,18,17,38182.53,915
SHP007077,DC0004,CUST0006,PRD0053,ocean,2025-12-30,2026-01-07,7,8,5314.39,526
SHP007078,DC0006,CUST0008,PRD0052,air,2025-06-28,2025-06-30,3,2,35352.28,142
SHP007079,DC0005,CUST0023,PRD0048,ocean,2025-02-20,2025-03-19,25,27,19121.64,319
SHP007080,DC0002,CUST0030,PRD0090,ocean,2025-06-18,2025-07-15,27,27,1514.41,23
SHP007081,DC0004,CUST0014,PRD0008,ocean,2025-10-01,2025-10-21,24,20,7953.74,142
SHP007082,DC0004,CUST0007,PRD0024,ocean,2026-07-31,2026-08-23,22,23,12169.03,230
SHP007083,DC0006,CUST0019,PRD0038,rail,2026-06-12,2026-06-18,7,6,4139.88,106
SHP007084,DC0004,CUST0014,PRD0072,ocean,2026-02-20,2026-03-14,24,22,4424.97,79
SHP007085,DC0002,CUST0025,PRD0149,ocean,2025-12-16,2026-01-10,25,25,4480.28,74
SHP007086,DC0005,CUST0012,PRD0090,air,2026-05-25,2026-05-28,5,3,138100.11,260
SHP007087,DC0004,CUST0020,PRD0091,road,2026-01-30,2026-01-31,1,1,1013.95,182
SHP007088,DC0006,CUST0005,PRD0042,ocean,2025-10-24,2025-11-04,14,11,5440.68,178
SHP007089,DC0005,CUST0016,PRD0129,ocean,2026-04-05,2026-04-21,14,16,2248.6,72
SHP007090,DC0006,CUST0009,PRD0062,air,2026-01-30,2026-02-01,3,2,52160.17,168
SHP007091,DC0005,CUST0012,PRD0130,ocean,2025-10-16,2025-11-15,29,30,22945.86,324
SHP007092,DC0006,CUST0024,PRD0146,ocean,2024-12-02,2024-12-22,20,20,13483.9,284
SHP007093,DC0006,CUST0020,PRD0018,air,2025-10-15,2025-10-17,3,2,21655.99,98
SHP007094,DC0005,CUST0023,PRD0026,air,2025-01-21,2025-01-25,4,4,73279.64,163
SHP007095,DC0006,CUST0005,PRD0149,rail,2025-11-27,2025-12-05,9,8,7030.09,138
SHP007096,DC0002,CUST0006,PRD0004,ocean,2025-10-27,2025-11-25,28,29,34819.95,516
SHP007097,DC0002,CUST0027,PRD0136,air,2024-10-12,2024-10-16,5,4,54619.46,120
SHP007098,DC0004,CUST0008,PRD0056,rail,2025-10-22,2025-10-24,3,2,1692.62,103
SHP007099,DC0005,CUST0025,PRD0050,rail,2025-01-19,2025-01-26,8,7,8528.65,179
SHP007100,DC0001,CUST0008,PRD0073,ocean,2025-08-15,2025-09-04,20,20,20803.21,442
SHP007101,DC0002,CUST0008,PRD0044,ocean,2026-06-17,2026-07-13,28,26,50465.66,737
SHP007102,DC0002,CUST0028,PRD0138,rail,2024-11-30,2024-12-08,8,8,2776.48,64
SHP007103,DC0002,CUST0020,PRD0002,ocean,2026-07-15,2026-08-10,26,26,13055.9,212
SHP007104,DC0003,CUST0022,PRD0026,ocean,2025-01-12,2025-02-14,32,33,25243.67,324
SHP007105,DC0003,CUST0010,PRD0055,ocean,2024-09-17,2024-10-19,31,32,43708.22,567
SHP007106,DC0004,CUST0021,PRD0130,ocean,2026-03-29,2026-04-06,7,8,2039.66,197
SHP007107,DC0002,CUST0009,PRD0122,ocean,2025-03-01,2025-03-25,23,24,20962.05,375
SHP007108,DC0006,CUST0015,PRD0094,air,2026-01-29,2026-02-01,3,3,34720.24,179
SHP007109,DC0002,CUST0003,PRD0048,air,2026-06-10,2026-06-16,6,6,69414.58,103
SHP007110,DC0004,CUST0014,PRD0113,air,2025-07-23,2025-07-26,4,3,62173.63,148
SHP007111,DC0002,CUST0007,PRD0028,ocean,2026-04-12,2026-04-23,13,11,13195.32,480
SHP007112,DC0001,CUST0018,PRD0047,air,2025-11-18,2025-11-21,3,3,25255.62,89
SHP007113,DC0006,CUST0016,PRD0091,ocean,2025-06-22,2025-07-07,14,15,1755.18,56
SHP007114,DC0002,CUST0003,PRD0098,ocean,2024-10-06,2024-11-10,36,35,24530.98,273
SHP007115,DC0003,CUST0014,PRD0109,ocean,2026-05-22,2026-06-04,14,13,1509.59,51
SHP007116,DC0002,CUST0020,PRD0055,air,2024-09-20,2024-09-24,5,4,36950.65,80
SHP007117,DC0001,CUST0009,PRD0132,air,2025-07-18,2025-07-21,4,3,20600.99,55
SHP007118,DC0006,CUST0006,PRD0059,ocean,2025-07-02,2025-07-18,15,16,2588.92,81
SHP007119,DC0005,CUST0010,PRD0105,ocean,2026-05-21,2026-06-14,26,24,24269.1,382
SHP007120,DC0002,CUST0011,PRD0029,air,2025-04-22,2025-04-26,5,4,228776.87,480
SHP007121,DC0002,CUST0022,PRD0081,ocean,2025-03-09,2025-04-11,32,33,10122.97,129
SHP007122,DC0003,CUST0022,PRD0032,air,2024-11-26,2024-12-01,6,5,183484.08,314
SHP007123,DC0003,CUST0017,PRD0120,ocean,2024-11-15,2024-12-21,36,36,68625.0,762
SHP007124,DC0002,CUST0022,PRD0029,ocean,2025-01-04,2025-02-05,32,32,18048.71,230
SHP007125,DC0001,CUST0027,PRD0134,ocean,2024-12-17,2025-01-03,17,17,8445.19,215
SHP007126,DC0005,CUST0023,PRD0035,ocean,2025-03-08,2025-04-02,25,25,32548.75,543
SHP007127,DC0006,CUST0029,PRD0127,air,2024-11-08,2024-11-11,3,3,39310.0,150
SHP007128,DC0004,CUST0008,PRD0093,ocean,2025-04-14,2025-04-21,7,7,2366.38,240
SHP007129,DC0003,CUST0005,PRD0074,ocean,2025-06-26,2025-07-22,27,26,7395.9,113
SHP007130,DC0004,CUST0029,PRD0143,road,2025-01-04,2025-01-05,1,1,2822.43,127
SHP007131,DC0005,CUST0030,PRD0011,ocean,2025-11-24,2025-12-07,15,13,6670.94,199
SHP007132,DC0004,CUST0012,PRD0022,ocean,2025-04-28,2025-05-22,23,24,18223.55,331
SHP007133,DC0003,CUST0030,PRD0084,air,2024-09-23,2024-09-27,5,4,59955.52,121
SHP007134,DC0005,CUST0019,PRD0127,rail,2024-10-16,2024-10-22,7,6,6398.0,165
SHP007135,DC0002,CUST0016,PRD0030,ocean,2025-06-14,2025-07-09,26,25,11747.33,186
SHP007136,DC0005,CUST0029,PRD0099,ocean,2025-04-24,2025-05-10,16,16,5609.17,161
SHP007137,DC0002,CUST0003,PRD0073,air,2025-06-30,2025-07-05,6,5,118611.32,176
SHP007138,DC0001,CUST0013,PRD0117,rail,2025-04-27,2025-04-28,1,1,469.27,146
SHP007139,DC0006,CUST0010,PRD0080,ocean,2025-06-03,2025-06-26,26,23,21669.63,341
SHP007140,DC0001,CUST0003,PRD0114,ocean,2026-04-27,2026-05-26,32,29,11167.09,139
SHP007141,DC0005,CUST0021,PRD0058,ocean,2024-11-30,2024-12-13,15,13,9077.78,283
SHP007142,DC0004,CUST0025,PRD0142,road,2025-01-29,2025-01-30,1,1,211.61,34
SHP007143,DC0005,CUST0015,PRD0105,ocean,2026-03-04,2026-03-14,12,10,15419.52,600
SHP007144,DC0003,CUST0022,PRD0075,ocean,2025-11-03,2025-12-05,32,32,16439.55,211
SHP007145,DC0006,CUST0025,PRD0110,ocean,2025-08-27,2025-09-11,14,15,3299.93,115
SHP007146,DC0004,CUST0024,PRD0049,ocean,2026-03-04,2026-03-28,23,24,9442.62,173
SHP007147,DC0002,CUST0030,PRD0018,ocean,2025-06-10,2025-07-08,27,28,18831.41,286
SHP007148,DC0004,CUST0029,PRD0122,road,2024-11-26,2024-11-27,1,1,3355.8,151
SHP007149,DC0002,CUST0012,PRD0095,ocean,2024-10-18,2024-11-27,40,40,28149.66,281
SHP007150,DC0001,CUST0025,PRD0046,ocean,2025-08-07,2025-08-22,18,15,15249.24,384
SHP007151,DC0002,CUST0009,PRD0004,ocean,2025-06-26,2025-07-21,23,25,8273.02,148
SHP007152,DC0003,CUST0003,PRD0126,ocean,2025-08-21,2025-09-24,36,34,8472.06,95
SHP007153,DC0006,CUST0030,PRD0027,ocean,2025-06-26,2025-07-10,15,14,3095.24,92
SHP007154,DC0001,CUST0009,PRD0102,ocean,2025-02-20,2025-03-12,21,20,4994.18,100
SHP007155,DC0003,CUST0004,PRD0113,ocean,2026-06-09,2026-07-03,23,24,38487.26,689
SHP007156,DC0001,CUST0018,PRD0134,air,2025-03-18,2025-03-20,3,2,31498.58,111
SHP007157,DC0004,CUST0022,PRD0022,ocean,2026-08-04,2026-08-23,18,19,4486.58,112
