po_id,supplier_node_id,product_id,order_date,quantity,unit_price,currency,total_value,status,supplier_name,supplier_country,esg_score,product_name,category,invoice_date,payment_status,payment_date,order_month,country_risk_index,currency_volatility,sanctions_flag
PO003862,SUP0037,PRD0085,2026-07-07,137,3.07,USD,420.59,open,"Cannon, Anderson and Alvarez",United States,65.1,CHEM-Reach-85,Chemicals,2026-07-18,paid,2026-08-25,2026-07,16.3,0.039,False
PO003863,SUP0008,PRD0081,2026-04-20,1767,1478.24,USD,2612050.08,open,Davis Inc,Pakistan,69.7,PACK-Total-81,Packaging,2026-05-03,pending,,2026-04,58.2,0.24,False
PO003864,SUP0031,PRD0072,2025-09-20,554,52.27,USD,28957.58,fulfilled,Harrell LLC,Brazil,87.2,TEXT-Family-72,Textiles,2025-10-01,paid,2025-11-04,2025-09,51.5,0.138,False
PO003865,SUP0006,PRD0150,2026-07-06,140,871.81,USD,122053.4,fulfilled,Blake and Sons,China,58.0,TEXT-Training-150,Textiles,2026-07-10,overdue,,2026-07,30.6,0.073,False
PO003866,SUP0028,PRD0037,2025-11-10,384,1733.65,USD,665721.6,fulfilled,"Potter, Mack and Peterson",Germany,88.1,CHEM-Still-37,Chemicals,2025-11-24,pending,,2025-11,19.8,0.036,False
PO003867,SUP0008,PRD0058,2026-05-09,57,3.43,USD,195.51,fulfilled,Davis Inc,Pakistan,69.7,AUTO-Interesting-58,Automotive Parts,2026-05-10,paid,2026-05-27,2026-05,67.5,0.153,False
PO003868,SUP0004,PRD0084,2025-10-11,626,164.24,USD,102814.24,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,PACK-Apply-84,Packaging,2025-10-17,paid,2025-11-23,2025-10,35.5,0.148,False
PO003869,SUP0034,PRD0083,2024-11-15,394,120.31,USD,47402.14,cancelled,Koch-Decker,India,69.9,TEXT-Billion-83,Textiles,,,,2024-11,36.4,0.057,False
PO003870,SUP0037,PRD0021,2024-09-09,140,1347.35,USD,188629.0,cancelled,"Cannon, Anderson and Alvarez",United States,65.1,MACH-Avoid-21,Machinery,,,,2024-09,,,
PO003871,SUP0033,PRD0137,2025-08-18,85,5.05,USD,429.25,open,"Sellers, George and Burns",China,78.7,FOOD-Wide-137,Food & Beverage,2025-08-22,paid,2025-09-30,2025-08,32.7,0.095,False
PO003872,SUP0007,PRD0117,2026-06-14,327,6842.18,USD,2237392.86,cancelled,Ramirez-Lewis,South Korea,49.8,CHEM-Only-117,Chemicals,,,,2026-06,23.9,0.084,False
PO003873,SUP0030,PRD0084,2025-03-07,216,3507.72,USD,757667.52,fulfilled,Stanton-Gill,Indonesia,60.5,PACK-Apply-84,Packaging,2025-03-18,pending,,2025-03,42.4,0.13,False
PO003874,SUP0006,PRD0019,2026-07-30,103,3917.7,USD,403523.1,fulfilled,Blake and Sons,China,58.0,PACK-Trade-19,Packaging,2026-08-12,pending,,2026-07,30.6,0.073,False
PO003875,SUP0022,PRD0109,2024-09-22,199,2.35,USD,467.65,fulfilled,Burgess-Patterson,Pakistan,79.0,CHEM-Step-109,Chemicals,2024-10-03,paid,2024-11-08,2024-09,,,
PO003876,SUP0030,PRD0017,2024-10-17,163,2971.43,USD,484343.09,fulfilled,Stanton-Gill,Indonesia,60.5,TEXT-Western-17,Textiles,2024-10-29,paid,2024-11-20,2024-10,45.8,0.054,False
PO003877,SUP0040,PRD0070,2025-02-13,187,103.43,USD,19341.41,fulfilled,"Santos, Kim and Holmes",Turkey,71.1,PACK-Knowledge-70,Packaging,2025-02-17,paid,2025-03-25,2025-02,60.3,0.164,False
PO003878,SUP0009,PRD0055,2026-04-24,372,248.38,USD,92397.36,fulfilled,Munoz-Roman,United States,66.0,FURN-Race-55,Furniture,2026-05-05,pending,,2026-04,13.6,0.032,False
PO003879,SUP0001,PRD0124,2025-01-20,529,393.21,USD,208008.09,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,ELEC-Director-124,Electronics,2025-01-29,paid,2025-02-24,2025-01,19.2,0.072,False
PO003880,SUP0001,PRD0111,2026-08-08,106,3.6,USD,381.6,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,PACK-Look-111,Packaging,2026-08-10,paid,2026-09-17,2026-08,29.1,0.075,False
PO003881,SUP0034,PRD0090,2026-05-12,598,117.96,USD,70540.08,open,Koch-Decker,India,69.9,MACH-With-90,Machinery,2026-05-14,pending,,2026-05,40.0,0.113,False
PO003882,SUP0035,PRD0057,2025-03-22,103,1756.08,USD,180876.24,fulfilled,Allen PLC,Brazil,54.5,CHEM-Ask-57,Chemicals,2025-03-29,paid,2025-05-12,2025-03,54.9,0.137,False
PO003883,SUP0007,PRD0057,2024-11-12,208,5.91,USD,1229.28,open,Ramirez-Lewis,South Korea,49.8,CHEM-Ask-57,Chemicals,2024-11-20,paid,2024-11-28,2024-11,21.7,0.07,False
PO003884,SUP0017,PRD0032,2024-10-10,421,4.73,USD,1991.33,cancelled,"Hawkins, Cohen and Cameron",Nigeria,42.8,FURN-Us-32,Furniture,,,,2024-10,63.5,0.323,False
PO003885,SUP0024,PRD0001,2024-12-04,417,2.91,USD,1213.47,fulfilled,Campos Inc,Mexico,79.6,MACH-Down-1,Machinery,2024-12-06,paid,2024-12-29,2024-12,41.5,0.1,False
PO003886,SUP0017,PRD0109,2026-06-23,432,2496.25,USD,1078380.0,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,CHEM-Step-109,Chemicals,2026-07-03,paid,2026-08-06,2026-06,69.0,0.224,False
PO003887,SUP0019,PRD0122,2024-09-04,139,3.81,USD,529.59,cancelled,Clark PLC,Germany,69.9,CHEM-Customer-122,Chemicals,,,,2024-09,,,
PO003888,SUP0028,PRD0110,2024-11-20,464,39.37,USD,18267.68,open,"Potter, Mack and Peterson",Germany,88.1,CHEM-Still-110,Chemicals,2024-11-26,paid,2024-12-01,2024-11,14.8,0.038,False
PO003889,SUP0021,PRD0150,2025-05-26,500,1216.25,USD,608125.0,fulfilled,"Ellis, Baker and Wright",India,80.5,TEXT-Training-150,Textiles,2025-06-09,paid,2025-07-09,2025-05,43.6,0.104,False
PO003890,SUP0035,PRD0003,2025-05-01,99,557.99,USD,55241.01,open,Allen PLC,Brazil,54.5,ELEC-Ground-3,Electronics,2025-05-09,paid,2025-06-13,2025-05,54.1,0.173,False
PO003891,SUP0006,PRD0010,2025-12-22,680,1357.01,USD,922766.8,fulfilled,Blake and Sons,China,58.0,CHEM-Account-10,Chemicals,2025-12-29,paid,2026-01-19,2025-12,29.1,0.074,False
PO003892,SUP0029,PRD0076,2026-07-12,53,2.78,USD,147.34,open,Chavez Ltd,Poland,66.3,PACK-Wind-76,Packaging,2026-07-14,paid,2026-08-11,2026-07,30.5,0.116,False
PO003893,SUP0017,PRD0066,2025-02-09,465,3.91,USD,1818.15,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,TEXT-Customer-66,Textiles,2025-02-21,paid,2025-03-07,2025-02,63.5,0.287,False
PO003894,SUP0036,PRD0108,2025-04-02,230,824.3,USD,189589.0,fulfilled,Dennis Inc,South Korea,60.1,FURN-With-108,Furniture,2025-04-03,paid,2025-04-15,2025-04,23.2,0.075,False
PO003895,SUP0021,PRD0027,2025-05-10,103,26.78,USD,2758.34,fulfilled,"Ellis, Baker and Wright",India,80.5,TEXT-Difficult-27,Textiles,2025-05-21,pending,,2025-05,43.6,0.104,False
PO003896,SUP0007,PRD0028,2025-11-20,52,94.09,USD,4892.68,fulfilled,Ramirez-Lewis,South Korea,49.8,AUTO-Notice-28,Automotive Parts,2025-11-23,paid,2025-12-18,2025-11,18.8,0.052,False
PO003897,SUP0014,PRD0106,2025-11-06,172,3.69,USD,634.68,open,"Flowers, Martin and Kelly",United States,46.7,AUTO-In-106,Automotive Parts,2025-11-11,paid,2025-11-20,2025-11,9.4,0.029,False
PO003898,SUP0030,PRD0069,2024-11-17,333,2.31,USD,769.23,fulfilled,Stanton-Gill,Indonesia,60.5,FOOD-Challenge-69,Food & Beverage,2024-11-18,overdue,,2024-11,40.4,0.073,False
PO003899,SUP0013,PRD0097,2026-08-04,302,382.43,USD,115493.86,fulfilled,Delacruz Group,Germany,77.3,ELEC-Medical-97,Electronics,2026-08-06,paid,2026-09-04,2026-08,6.2,0.05,False
PO003900,SUP0016,PRD0111,2025-06-11,554,2793.42,USD,1547554.68,open,"Sanchez, Ford and Nelson",Mexico,67.6,PACK-Look-111,Packaging,2025-06-20,paid,2025-07-31,2025-06,39.6,0.109,False
PO003901,SUP0011,PRD0036,2025-07-09,200,739.45,USD,147890.0,fulfilled,"Montgomery, Hensley and Ray",Indonesia,56.0,ELEC-Eight-36,Electronics,2025-07-13,paid,2025-07-30,2025-07,44.2,0.143,False
PO003902,SUP0035,PRD0066,2026-07-16,320,10.4,USD,3328.0,fulfilled,Allen PLC,Brazil,54.5,TEXT-Customer-66,Textiles,2026-07-25,paid,2026-08-18,2026-07,46.8,0.198,False
PO003903,SUP0031,PRD0057,2025-09-09,78,2.31,USD,180.18,open,Harrell LLC,Brazil,87.2,CHEM-Ask-57,Chemicals,2025-09-15,paid,2025-10-14,2025-09,51.5,0.138,False
PO003904,SUP0033,PRD0033,2025-02-21,88,143.02,USD,12585.76,fulfilled,"Sellers, George and Burns",China,78.7,PACK-Own-33,Packaging,2025-03-03,paid,2025-03-11,2025-02,22.4,0.065,False
PO003905,SUP0006,PRD0100,2024-09-17,186,2.8,USD,520.8,fulfilled,Blake and Sons,China,58.0,TEXT-Institution-100,Textiles,2024-09-26,paid,2024-11-04,2024-09,,,
PO003906,SUP0010,PRD0103,2025-10-15,797,1059.24,USD,844214.28,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,AUTO-Community-103,Automotive Parts,2025-10-24,paid,2025-11-02,2025-10,54.7,0.205,False
PO003907,SUP0025,PRD0147,2024-09-28,216,298.65,USD,64508.4,open,Conner Group,Bangladesh,77.2,FURN-Physical-147,Furniture,2024-09-29,paid,2024-10-24,2024-09,,,
PO003908,SUP0035,PRD0072,2025-07-21,496,3084.36,USD,1529842.56,fulfilled,Allen PLC,Brazil,54.5,TEXT-Family-72,Textiles,2025-07-26,paid,2025-09-06,2025-07,58.2,0.161,False
PO003909,SUP0004,PRD0102,2026-03-04,51,2.79,USD,142.29,fulfilled,"Johnson, Gonzalez and Santos",Mexico,76.5,TEXT-Artist-102,Textiles,2026-03-15,paid,2026-03-31,2026-03,32.4,0.136,False
PO003910,SUP0023,PRD0005,2025-08-21,227,2.4,USD,544.8,fulfilled,Robinson-Bright,Indonesia,70.0,TEXT-Per-5,Textiles,2025-08-24,paid,2025-09-20,2025-08,42.7,0.186,False
PO003911,SUP0019,PRD0117,2025-09-14,197,960.79,USD,189275.63,fulfilled,Clark PLC,Germany,69.9,CHEM-Only-117,Chemicals,2025-09-26,paid,2025-11-03,2025-09,5.0,0.031,False
PO003912,SUP0019,PRD0095,2024-10-22,133,93.61,USD,12450.13,fulfilled,Clark PLC,Germany,69.9,PACK-Investment-95,Packaging,2024-11-02,paid,2024-11-16,2024-10,12.4,0.036,False
PO003913,SUP0002,PRD0117,2025-07-10,147,2.31,USD,339.57,fulfilled,Rhodes PLC,Germany,87.8,CHEM-Only-117,Chemicals,2025-07-23,paid,2025-08-21,2025-07,12.5,0.035,False
PO003914,SUP0030,PRD0007,2025-07-09,875,3.47,USD,3036.25,fulfilled,Stanton-Gill,Indonesia,60.5,TEXT-Drug-7,Textiles,2025-07-22,overdue,,2025-07,48.1,0.118,False
PO003915,SUP0030,PRD0093,2026-07-27,464,3.16,USD,1466.24,fulfilled,Stanton-Gill,Indonesia,60.5,TEXT-Economic-93,Textiles,2026-08-02,paid,2026-09-03,2026-07,40.0,0.137,False
PO003916,SUP0002,PRD0057,2025-09-13,119,44.73,USD,5322.87,fulfilled,Rhodes PLC,Germany,87.8,CHEM-Ask-57,Chemicals,2025-09-17,pending,,2025-09,10.6,0.047,False
PO003917,SUP0022,PRD0016,2026-04-17,253,15.47,USD,3913.91,fulfilled,Burgess-Patterson,Pakistan,79.0,CHEM-Author-16,Chemicals,2026-04-21,paid,2026-05-17,2026-04,65.0,0.201,False
PO003918,SUP0034,PRD0057,2024-12-17,131,770.96,USD,100995.76,fulfilled,Koch-Decker,India,69.9,CHEM-Ask-57,Chemicals,2024-12-25,paid,2025-01-03,2024-12,33.0,0.125,False
PO003919,SUP0019,PRD0032,2026-06-26,1063,394.42,USD,419268.46,fulfilled,Clark PLC,Germany,69.9,FURN-Us-32,Furniture,2026-07-05,paid,2026-07-17,2026-06,9.4,0.061,False
PO003920,SUP0026,PRD0027,2026-08-12,877,553.81,USD,485691.37,open,James-Ferrell,Egypt,85.3,TEXT-Difficult-27,Textiles,2026-08-21,paid,2026-09-02,2026-08,63.3,0.217,False
PO003921,SUP0039,PRD0023,2026-05-22,96,877.32,USD,84222.72,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,MACH-Economy-23,Machinery,2026-05-27,paid,2026-06-14,2026-05,26.6,0.096,False
PO003922,SUP0026,PRD0132,2025-01-19,135,190.03,USD,25654.05,open,James-Ferrell,Egypt,85.3,CHEM-Art-132,Chemicals,2025-01-30,paid,2025-02-08,2025-01,61.6,0.192,False
PO003923,SUP0037,PRD0066,2025-09-23,347,20.71,USD,7186.37,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,TEXT-Customer-66,Textiles,2025-10-05,paid,2025-10-21,2025-09,8.2,0.017,False
PO003924,SUP0002,PRD0055,2025-09-17,680,1451.4,USD,986952.0,fulfilled,Rhodes PLC,Germany,87.8,FURN-Race-55,Furniture,2025-09-27,paid,2025-10-02,2025-09,10.6,0.047,False
PO003925,SUP0039,PRD0133,2025-06-11,109,325.17,USD,35443.53,fulfilled,"Campos, Vaughn and Marquez",South Korea,62.6,PACK-Apply-133,Packaging,2025-06-14,paid,2025-07-18,2025-06,18.9,0.093,False
PO003926,SUP0010,PRD0095,2026-06-14,338,193.8,USD,65504.4,cancelled,"Martinez, Nielsen and Miller",Egypt,43.6,PACK-Investment-95,Packaging,,,,2026-06,60.8,0.185,False
PO003927,SUP0037,PRD0114,2025-11-25,116,11.31,USD,1311.96,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,FOOD-Same-114,Food & Beverage,2025-12-06,overdue,,2025-11,10.2,0.028,False
PO003928,SUP0024,PRD0032,2025-08-31,508,1876.44,USD,953231.52,fulfilled,Campos Inc,Mexico,79.6,FURN-Us-32,Furniture,2025-09-02,paid,2025-09-26,2025-08,38.8,0.115,False
PO003929,SUP0034,PRD0109,2026-03-17,1082,2.31,USD,2499.42,open,Koch-Decker,India,69.9,CHEM-Step-109,Chemicals,2026-03-28,paid,2026-04-12,2026-03,44.4,0.088,False
PO003930,SUP0006,PRD0148,2026-03-27,150,6.53,USD,979.5,fulfilled,Blake and Sons,China,58.0,FOOD-Author-148,Food & Beverage,2026-04-01,paid,2026-05-06,2026-03,27.3,0.072,False
PO003931,SUP0028,PRD0013,2026-03-17,256,2202.24,USD,563773.44,fulfilled,"Potter, Mack and Peterson",Germany,88.1,CHEM-Program-13,Chemicals,2026-03-19,paid,2026-04-29,2026-03,10.6,0.036,False
PO003932,SUP0026,PRD0021,2025-11-15,277,970.08,USD,268712.16,open,James-Ferrell,Egypt,85.3,MACH-Avoid-21,Machinery,2025-11-27,paid,2025-12-07,2025-11,43.9,0.173,False
PO003933,SUP0016,PRD0013,2024-10-18,588,44.37,USD,26089.56,fulfilled,"Sanchez, Ford and Nelson",Mexico,67.6,CHEM-Program-13,Chemicals,2024-10-24,overdue,,2024-10,39.4,0.169,False
PO003934,SUP0033,PRD0095,2025-01-19,74,325.38,USD,24078.12,open,"Sellers, George and Burns",China,78.7,PACK-Investment-95,Packaging,2025-01-28,paid,2025-02-07,2025-01,26.1,0.085,False
PO003935,SUP0001,PRD0056,2025-10-04,45,502.4,USD,22608.0,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,MACH-Billion-56,Machinery,2025-10-05,paid,2025-11-13,2025-10,18.1,0.098,False
PO003936,SUP0005,PRD0024,2025-12-05,161,1562.58,USD,251575.38,cancelled,Cole LLC,Mexico,58.0,MACH-Family-24,Machinery,,,,2025-12,39.8,0.113,False
PO003937,SUP0011,PRD0145,2024-10-28,214,217.21,USD,46482.94,fulfilled,"Montgomery, Hensley and Ray",Indonesia,56.0,MACH-Cultural-145,Machinery,2024-11-05,paid,2024-12-19,2024-10,46.8,0.124,False
PO003938,SUP0021,PRD0114,2025-08-13,77,6.61,USD,508.97,open,"Ellis, Baker and Wright",India,80.5,FOOD-Same-114,Food & Beverage,2025-08-19,paid,2025-09-07,2025-08,38.9,0.141,False
PO003939,SUP0035,PRD0016,2025-11-21,388,443.63,USD,172128.44,fulfilled,Allen PLC,Brazil,54.5,CHEM-Author-16,Chemicals,2025-11-27,paid,2025-12-05,2025-11,47.0,0.179,False
PO003940,SUP0032,PRD0066,2024-10-29,109,190.67,USD,20783.03,fulfilled,"Lynch, Hernandez and Farmer",Vietnam,57.2,TEXT-Customer-66,Textiles,2024-11-06,paid,2024-12-02,2024-10,46.5,0.103,False
PO003941,SUP0008,PRD0103,2026-02-18,138,1878.94,USD,259293.72,open,Davis Inc,Pakistan,69.7,AUTO-Community-103,Automotive Parts,2026-02-25,paid,2026-03-28,2026-02,67.2,0.238,False
PO003942,SUP0034,PRD0105,2026-03-12,212,220.71,USD,46790.52,fulfilled,Koch-Decker,India,69.9,FOOD-Able-105,Food & Beverage,2026-03-16,pending,,2026-03,44.4,0.088,False
PO003943,SUP0012,PRD0087,2026-02-13,353,162.04,USD,57200.12,cancelled,Stanley LLC,Japan,60.6,MACH-Think-87,Machinery,,,,2026-02,13.8,0.053,False
PO003944,SUP0031,PRD0147,2025-08-19,197,26.26,USD,5173.22,fulfilled,Harrell LLC,Brazil,87.2,FURN-Physical-147,Furniture,2025-08-20,paid,2025-09-12,2025-08,53.2,0.175,False
PO003945,SUP0025,PRD0132,2025-01-24,87,1157.42,USD,100695.54,open,Conner Group,Bangladesh,77.2,CHEM-Art-132,Chemicals,2025-01-26,paid,2025-02-10,2025-01,62.4,0.132,False
PO003946,SUP0017,PRD0137,2024-09-14,385,167.23,USD,64383.55,fulfilled,"Hawkins, Cohen and Cameron",Nigeria,42.8,FOOD-Wide-137,Food & Beverage,2024-09-25,paid,2024-10-14,2024-09,,,
PO003947,SUP0037,PRD0079,2025-10-11,203,2.53,USD,513.59,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,FOOD-System-79,Food & Beverage,2025-10-20,paid,2025-11-18,2025-10,17.3,0.03,False
PO003948,SUP0026,PRD0078,2026-07-26,797,18.24,USD,14537.28,fulfilled,James-Ferrell,Egypt,85.3,AUTO-Level-78,Automotive Parts,2026-07-27,pending,,2026-07,50.7,0.201,False
PO003949,SUP0028,PRD0030,2025-10-04,318,2111.4,USD,671425.2,open,"Potter, Mack and Peterson",Germany,88.1,AUTO-Several-30,Automotive Parts,2025-10-15,pending,,2025-10,14.8,0.032,False
PO003950,SUP0013,PRD0103,2024-11-18,351,768.03,USD,269578.53,fulfilled,Delacruz Group,Germany,77.3,AUTO-Community-103,Automotive Parts,2024-11-30,paid,2025-01-05,2024-11,16.0,0.028,False
PO003951,SUP0027,PRD0145,2026-03-25,1039,256.44,USD,266441.16,fulfilled,"Valencia, Smith and Le",Vietnam,70.4,MACH-Cultural-145,Machinery,2026-04-05,overdue,,2026-03,43.7,0.122,False
PO003952,SUP0010,PRD0056,2024-10-02,964,1155.88,USD,1114268.32,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,MACH-Billion-56,Machinery,2024-10-16,paid,2024-11-25,2024-10,57.4,0.226,False
PO003953,SUP0025,PRD0078,2025-11-30,107,5147.02,USD,550731.14,open,Conner Group,Bangladesh,77.2,AUTO-Level-78,Automotive Parts,2025-12-14,pending,,2025-11,57.7,0.167,False
PO003954,SUP0008,PRD0019,2026-08-12,172,2.33,USD,400.76,fulfilled,Davis Inc,Pakistan,69.7,PACK-Trade-19,Packaging,2026-08-26,pending,,2026-08,58.8,0.31,False
PO003955,SUP0003,PRD0147,2025-12-16,48,1911.11,USD,91733.28,fulfilled,Johnson-Davis,Vietnam,88.7,FURN-Physical-147,Furniture,2025-12-30,pending,,2025-12,39.9,0.111,False
PO003956,SUP0010,PRD0004,2025-12-31,144,1466.49,USD,211174.56,fulfilled,"Martinez, Nielsen and Miller",Egypt,43.6,FOOD-Against-4,Food & Beverage,2026-01-01,paid,2026-01-20,2025-12,54.0,0.195,False
PO003957,SUP0037,PRD0091,2025-11-01,1486,2.31,USD,3432.66,fulfilled,"Cannon, Anderson and Alvarez",United States,65.1,FOOD-Some-91,Food & Beverage,2025-11-10,paid,2025-12-02,2025-11,10.2,0.028,False
PO003958,SUP0034,PRD0015,2024-12-27,194,98.74,USD,19155.56,fulfilled,Koch-Decker,India,69.9,TEXT-Drop-15,Textiles,2025-01-07,overdue,,2024-12,33.0,0.125,False
PO003959,SUP0007,PRD0145,2026-04-22,155,1206.73,USD,187043.15,fulfilled,Ramirez-Lewis,South Korea,49.8,MACH-Cultural-145,Machinery,2026-04-26,pending,,2026-04,22.3,0.044,False
PO003960,SUP0031,PRD0073,2026-07-28,549,3420.81,USD,1878024.69,fulfilled,Harrell LLC,Brazil,87.2,PACK-Maintain-73,Packaging,2026-08-05,paid,2026-08-12,2026-07,48.2,0.19,False
PO003961,SUP0001,PRD0070,2026-01-02,611,732.08,USD,447300.88,fulfilled,"Rodriguez, Figueroa and Sanchez",South Korea,74.7,PACK-Knowledge-70,Packaging,2026-01-13,paid,2026-02-21,2026-01,25.8,0.073,False
PO003962,SUP0020,PRD0025,2026-02-04,118,1726.14,USD,203684.52,fulfilled,Lewis-Porter,Pakistan,59.2,CHEM-Relationship-25,Chemicals,2026-02-13,paid,2026-02-27,2026-02,67.5,0.261,False
PO003963,SUP0025,PRD0082,2024-09-10,519,2.4,USD,1245.6,fulfilled,Conner Group,Bangladesh,77.2,AUTO-Oil-82,Automotive Parts,2024-09-14,paid,2024-10-24,2024-09,,,
PO003964,SUP0021,PRD0072,2026-07-06,80,153.89,USD,12311.2,fulfilled,"Ellis, Baker and Wright",India,80.5,TEXT-Family-72,Textiles,2026-07-09,pending,,2026-07,39.7,0.105,False
PO003965,SUP0020,PRD0105,2026-02-22,718,7.82,USD,5614.76,fulfilled,Lewis-Porter,Pakistan,59.2,FOOD-Able-105,Food & Beverage,2026-02-23,pending,,2026-02,67.5,0.261,False
PO003966,SUP0002,PRD0079,2025-10-20,102,9.61,USD,980.22,fulfilled,Rhodes PLC,Germany,87.8,FOOD-System-79,Food & Beverage,2025-10-31,pending,,2025-10,7.2,0.034,False
PO003967,SUP0021,PRD0137,2026-05-22,289,1794.72,USD,518674.08,fulfilled,"Ellis, Baker and Wright",India,80.5,FOOD-Wide-137,Food & Beverage,2026-06-04,overdue,,2026-05,41.8,0.109,False
PO003968,SUP0031,PRD0082,2024-10-21,480,1019.14,USD,489187.2,cancelled,Harrell LLC,Brazil,87.2,AUTO-Oil-82,Automotive Parts,,,,2024-10,49.4,0.171,False
PO003969,SUP0002,PRD0064,2026-02-12,328,3.14,USD,1029.92,fulfilled,Rhodes PLC,Germany,87.8,AUTO-Energy-64,Automotive Parts,2026-02-24,paid,2026-03-28,2026-02,14.4,0.047,False
PO003970,SUP0020,PRD0074,2025-06-04,64,2129.99,USD,136319.36,cancelled,Lewis-Porter,Pakistan,59.2,MACH-Enjoy-74,Machinery,,,,2025-06,74.1,0.266,False
PO003971,SUP0038,PRD0136,2024-09-07,31,880.31,USD,27289.61,fulfilled,Rose-Obrien,South Africa,61.5,AUTO-Morning-136,Automotive Parts,2024-09-12,paid,2024-10-24,2024-09,,,
PO003972,SUP0015,PRD0075,2025-09-27,64,2143.02,USD,137153.28,fulfilled,"Zuniga, Wong and Lynch",India,76.1,TEXT-Two-75,Textiles,2025-10-10,paid,2025-11-02,2025-09,37.6,0.105,False
PO003973,SUP0012,PRD0114,2026-03-01,270,97.31,USD,26273.7,fulfilled,Stanley LLC,Japan,60.6,FOOD-Same-114,Food & Beverage,2026-03-03,paid,2026-03-09,2026-03,12.0,0.034,False
PO003974,SUP0025,PRD0122,2025-05-24,58,21.74,USD,1260.92,fulfilled,Conner Group,Bangladesh,77.2,CHEM-Customer-122,Chemicals,2025-05-27,paid,2025-06-08,2025-05,60.0,0.182,False
PO003975,SUP0009,PRD0020,2025-11-09,266,126.6,USD,33675.6,fulfilled,Munoz-Roman,United States,66.0,FOOD-Give-20,Food & Beverage,2025-11-18,paid,2025-11-30,2025-11,15.9,0.028,False
PO003976,SUP0004,PRD0133,2025-06-19,328,577.71,USD,189488.88,cancelled,"Johnson, Gonzalez and Santos",Mexico,76.5,PACK-Apply-133,Packaging,,,,2025-06,44.3,0.142,False
PO003977,SUP0008,PRD0040,2026-07-22,514,78.37,USD,40282.18,fulfilled,Davis Inc,Pakistan,69.7,FURN-Investment-40,Furniture,2026-07-31,paid,2026-08-16,2026-07,61.8,0.257,False
PO003978,SUP0031,PRD0068,2025-01-01,828,247.7,USD,205095.6,fulfilled,Harrell LLC,Brazil,87.2,FURN-List-68,Furniture,2025-01-10,paid,2025-02-01,2025-01,54.3,0.107,False
PO003979,SUP0019,PRD0110,2026-06-20,306,674.27,USD,206326.62,fulfilled,Clark PLC,Germany,69.9,CHEM-Still-110,Chemicals,2026-07-03,paid,2026-08-06,2026-06,9.4,0.061,False
PO003980,SUP0014,PRD0120,2024-12-21,498,3.36,USD,1673.28,fulfilled,"Flowers, Martin and Kelly",United States,46.7,MACH-Message-120,Machinery,2025-01-01,overdue,,2024-12,17.2,0.025,False
PO003981,SUP0026,PRD0091,2026-03-23,109,345.26,USD,37633.34,fulfilled,James-Ferrell,Egypt,85.3,FOOD-Some-91,Food & Beverage,2026-04-04,paid,2026-05-03,2026-03,55.8,0.205,False
PO003982,SUP0006,PRD0063,2025-10-21,291,251.62,USD,73221.42,open,Blake and Sons,China,58.0,AUTO-Boy-63,Automotive Parts,2025-10-23,paid,2025-11-27,2025-10,30.7,0.06,False
PO003983,SUP0040,PRD0142,2025-09-16,425,321.37,USD,136582.25,open,"Santos, Kim and Holmes",Turkey,71.1,TEXT-Movie-142,Textiles,2025-09-21,pending,,2025-09,53.6,0.209,False
PO003984,SUP0007,PRD0040,2025-08-04,354,350.65,USD,124130.1,fulfilled,Ramirez-Lewis,South Korea,49.8,FURN-Investment-40,Furniture,2025-08-05,paid,2025-09-08,2025-08,28.7,0.076,False
PO003985,SUP0030,PRD0037,2025-10-20,289,1365.12,USD,394519.68,open,Stanton-Gill,Indonesia,60.5,CHEM-Still-37,Chemicals,2025-10-22,pending,,2025-10,41.1,0.128,False
PO003986,SUP0022,PRD0091,2024-12-05,159,811.36,USD,129006.24,fulfilled,Burgess-Patterson,Pakistan,79.0,FOOD-Some-91,Food & Beverage,2024-12-19,paid,2025-01-09,2024-12,71.8,0.224,True
PO003987,SUP0031,PRD0009,2025-10-09,433,1382.56,USD,598648.48,fulfilled,Harrell LLC,Brazil,87.2,MACH-Discussion-9,Machinery,2025-10-18,pending,,2025-10,42.5,0.182,False
PO003988,SUP0036,PRD0104,2024-09-22,79,151.96,USD,12004.84,fulfilled,Dennis Inc,South Korea,60.1,AUTO-Hundred-104,Automotive Parts,2024-09-27,overdue,,2024-09,,,
PO003989,SUP0015,PRD0051,2024-11-15,187,4.21,USD,787.27,fulfilled,"Zuniga, Wong and Lynch",India,76.1,AUTO-Shoulder-51,Automotive Parts,2024-11-22,paid,2024-12-16,2024-11,38.1,0.084,False
