shipment_id,origin_node_id,dest_node_id,product_id,mode,ship_date,delivery_date,planned_transit_days,actual_transit_days,cost,quantity,origin_name,origin_type,origin_country,dest_name,dest_type,dest_country,product_name,category,delay_days,is_late,cost_per_unit
SHP008109,DC0003,CUST0006,PRD0091,ocean,2026-06-17,2026-07-15,28,28,24521.87,361,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 6,customer_region,Spain,FOOD-Some-91,Food & Beverage,0,False,67.928
SHP008110,DC0003,CUST0008,PRD0032,ocean,2024-12-02,2024-12-29,28,27,9576.2,139,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 8,customer_region,Spain,FURN-Us-32,Furniture,-1,False,68.894
SHP008111,DC0004,CUST0008,PRD0013,rail,2024-12-11,2024-12-13,3,2,1561.15,95,Germany Distribution Center 4,distribution_center,Germany,Spain Region 8,customer_region,Spain,CHEM-Program-13,Chemicals,-1,False,16.433
SHP008112,DC0005,CUST0013,PRD0032,ocean,2025-09-27,2025-10-04,9,7,6075.78,385,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,India Region 13,customer_region,India,FURN-Us-32,Furniture,-2,False,15.781
SHP008113,DC0004,CUST0026,PRD0115,road,2026-02-12,2026-02-13,1,1,7077.59,398,Germany Distribution Center 4,distribution_center,Germany,France Region 26,customer_region,France,FOOD-Side-115,Food & Beverage,0,False,17.783
SHP008114,DC0003,CUST0006,PRD0077,air,2024-11-08,2024-11-12,5,4,54002.45,106,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 6,customer_region,Spain,FURN-Bag-77,Furniture,-1,False,509.457
SHP008115,DC0003,CUST0014,PRD0147,rail,2026-01-19,2026-01-26,8,7,4785.31,97,Singapore Distribution Center 3,distribution_center,Singapore,Japan Region 14,customer_region,Japan,FURN-Physical-147,Furniture,-1,False,49.333
SHP008116,DC0005,CUST0017,PRD0002,ocean,2026-05-30,2026-06-30,30,31,2765.91,37,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,United States Region 17,customer_region,United States,PACK-Attack-2,Packaging,1,True,74.754
SHP008117,DC0004,CUST0018,PRD0117,road,2026-07-12,2026-07-13,1,1,2289.18,105,Germany Distribution Center 4,distribution_center,Germany,Italy Region 18,customer_region,Italy,CHEM-Only-117,Chemicals,0,False,21.802
SHP008118,DC0002,CUST0002,PRD0087,rail,2026-03-14,2026-03-19,6,5,12905.24,368,Singapore Distribution Center 2,distribution_center,Singapore,India Region 2,customer_region,India,MACH-Think-87,Machinery,-1,False,35.069
SHP008119,DC0001,CUST0028,PRD0061,air,2025-11-14,2025-11-18,4,4,56569.0,159,India Distribution Center 1,distribution_center,India,Australia Region 28,customer_region,Australia,ELEC-Such-61,Electronics,0,False,355.78
SHP008120,DC0005,CUST0004,PRD0149,ocean,2025-12-15,2026-01-01,18,17,7176.24,178,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,South Africa Region 4,customer_region,South Africa,ELEC-Republican-149,Electronics,-1,False,40.316
SHP008121,DC0002,CUST0004,PRD0145,air,2025-06-04,2025-06-07,4,3,257256.46,624,Singapore Distribution Center 2,distribution_center,Singapore,South Africa Region 4,customer_region,South Africa,MACH-Cultural-145,Machinery,-1,False,412.27
SHP008122,DC0003,CUST0029,PRD0137,ocean,2026-02-06,2026-03-06,27,28,25261.61,384,Singapore Distribution Center 3,distribution_center,Singapore,United Kingdom Region 29,customer_region,United Kingdom,FOOD-Wide-137,Food & Beverage,1,True,65.785
SHP008123,DC0001,CUST0003,PRD0060,ocean,2026-02-20,2026-03-24,32,32,18638.59,232,India Distribution Center 1,distribution_center,India,United States Region 3,customer_region,United States,TEXT-Group-60,Textiles,0,False,80.339
SHP008124,DC0002,CUST0001,PRD0090,ocean,2025-06-08,2025-07-01,23,23,16962.54,317,Singapore Distribution Center 2,distribution_center,Singapore,South Africa Region 1,customer_region,South Africa,MACH-With-90,Machinery,0,False,53.51
SHP008125,DC0005,CUST0014,PRD0077,ocean,2025-12-14,2026-01-03,21,20,14322.62,294,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Japan Region 14,customer_region,Japan,FURN-Bag-77,Furniture,-1,False,48.716
SHP008126,DC0006,CUST0004,PRD0073,ocean,2025-10-16,2025-11-01,18,16,2791.48,69,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,South Africa Region 4,customer_region,South Africa,PACK-Maintain-73,Packaging,-2,False,40.456
SHP008127,DC0006,CUST0001,PRD0147,ocean,2026-05-18,2026-06-03,18,16,2503.77,60,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,South Africa Region 1,customer_region,South Africa,FURN-Physical-147,Furniture,-2,False,41.73
SHP008128,DC0005,CUST0009,PRD0036,ocean,2026-04-13,2026-05-03,18,20,6683.2,162,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,South Africa Region 9,customer_region,South Africa,ELEC-Eight-36,Electronics,2,True,41.254
SHP008129,DC0001,CUST0027,PRD0097,ocean,2025-02-13,2025-03-02,17,17,5774.15,147,India Distribution Center 1,distribution_center,India,Italy Region 27,customer_region,Italy,ELEC-Medical-97,Electronics,0,False,39.28
SHP008130,DC0004,CUST0019,PRD0134,rail,2024-11-26,2024-11-27,3,1,562.43,44,Germany Distribution Center 4,distribution_center,Germany,Italy Region 19,customer_region,Italy,FOOD-Pattern-134,Food & Beverage,-2,False,12.782
SHP008131,DC0004,CUST0003,PRD0064,ocean,2024-11-06,2024-11-25,21,19,3395.33,70,Germany Distribution Center 4,distribution_center,Germany,United States Region 3,customer_region,United States,AUTO-Energy-64,Automotive Parts,-2,False,48.505
SHP008132,DC0002,CUST0026,PRD0027,ocean,2024-11-07,2024-12-03,27,26,19385.68,293,Singapore Distribution Center 2,distribution_center,Singapore,France Region 26,customer_region,France,TEXT-Difficult-27,Textiles,-1,False,66.163
SHP008133,DC0004,CUST0022,PRD0084,air,2026-02-23,2026-02-25,3,2,243356.64,810,Germany Distribution Center 4,distribution_center,Germany,Canada Region 22,customer_region,Canada,PACK-Apply-84,Packaging,-1,False,300.44
SHP008134,DC0006,CUST0025,PRD0133,air,2026-07-16,2026-07-17,3,1,51866.26,241,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Germany Region 25,customer_region,Germany,PACK-Apply-133,Packaging,-2,False,215.213
SHP008135,DC0004,CUST0013,PRD0150,ocean,2026-02-26,2026-03-18,18,20,1636.2,40,Germany Distribution Center 4,distribution_center,Germany,India Region 13,customer_region,India,TEXT-Training-150,Textiles,2,True,40.905
SHP008136,DC0005,CUST0027,PRD0050,rail,2024-11-27,2024-12-04,7,7,5008.44,118,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Italy Region 27,customer_region,Italy,PACK-Treat-50,Packaging,0,False,42.444
SHP008137,DC0005,CUST0012,PRD0093,ocean,2025-05-28,2025-06-24,29,27,22945.86,324,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Brazil Region 12,customer_region,Brazil,TEXT-Economic-93,Textiles,-2,False,70.821
SHP008138,DC0001,CUST0021,PRD0117,air,2026-05-16,2026-05-19,4,3,80039.05,230,India Distribution Center 1,distribution_center,India,Spain Region 21,customer_region,Spain,CHEM-Only-117,Chemicals,-1,False,347.996
SHP008139,DC0003,CUST0010,PRD0026,ocean,2026-07-28,2026-08-28,31,31,14261.06,185,Singapore Distribution Center 3,distribution_center,Singapore,Canada Region 10,customer_region,Canada,PACK-Mention-26,Packaging,0,False,77.087
SHP008140,DC0005,CUST0029,PRD0038,air,2025-10-27,2025-10-29,3,2,140839.02,539,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,United Kingdom Region 29,customer_region,United Kingdom,ELEC-Material-38,Electronics,-1,False,261.297
SHP008141,DC0006,CUST0029,PRD0109,rail,2024-09-05,2024-09-15,10,10,26789.04,460,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,United Kingdom Region 29,customer_region,United Kingdom,CHEM-Step-109,Chemicals,0,False,58.237
SHP008142,DC0003,CUST0013,PRD0106,ocean,2024-10-18,2024-10-29,11,11,2637.59,124,Singapore Distribution Center 3,distribution_center,Singapore,India Region 13,customer_region,India,AUTO-In-106,Automotive Parts,0,False,21.271
SHP008143,DC0006,CUST0029,PRD0021,rail,2025-09-27,2025-10-05,10,8,16539.32,284,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,United Kingdom Region 29,customer_region,United Kingdom,MACH-Avoid-21,Machinery,-2,False,58.237
SHP008144,DC0001,CUST0023,PRD0024,air,2026-05-12,2026-05-15,4,3,71224.67,208,India Distribution Center 1,distribution_center,India,Australia Region 23,customer_region,Australia,MACH-Family-24,Machinery,-1,False,342.426
SHP008145,DC0003,CUST0006,PRD0016,ocean,2026-08-16,2026-09-11,28,26,13925.16,205,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 6,customer_region,Spain,CHEM-Author-16,Chemicals,-2,False,67.928
SHP008146,DC0004,CUST0002,PRD0109,ocean,2025-04-24,2025-05-12,18,18,5028.08,126,Germany Distribution Center 4,distribution_center,Germany,India Region 2,customer_region,India,CHEM-Step-109,Chemicals,0,False,39.905
SHP008147,DC0003,CUST0027,PRD0034,air,2025-05-27,2025-05-31,5,4,84788.1,185,Singapore Distribution Center 3,distribution_center,Singapore,Italy Region 27,customer_region,Italy,CHEM-Part-34,Chemicals,-1,False,458.314
SHP008148,DC0003,CUST0024,PRD0122,ocean,2026-01-10,2026-01-24,14,14,1913.9,64,Singapore Distribution Center 3,distribution_center,Singapore,Japan Region 24,customer_region,Japan,CHEM-Customer-122,Chemicals,0,False,29.905
SHP008149,DC0004,CUST0025,PRD0055,road,2026-04-05,2026-04-06,1,1,3728.09,599,Germany Distribution Center 4,distribution_center,Germany,Germany Region 25,customer_region,Germany,FURN-Race-55,Furniture,0,False,6.224
SHP008150,DC0003,CUST0022,PRD0115,ocean,2025-09-16,2025-10-17,32,31,18776.93,241,Singapore Distribution Center 3,distribution_center,Singapore,Canada Region 22,customer_region,Canada,FOOD-Side-115,Food & Beverage,-1,False,77.913
SHP008151,DC0006,CUST0030,PRD0020,rail,2025-11-14,2025-11-20,9,6,34260.76,611,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,United Kingdom Region 30,customer_region,United Kingdom,FOOD-Give-20,Food & Beverage,-3,False,56.073
SHP008152,DC0002,CUST0023,PRD0095,rail,2025-02-12,2025-02-18,7,6,10475.98,259,Singapore Distribution Center 2,distribution_center,Singapore,Australia Region 23,customer_region,Australia,PACK-Investment-95,Packaging,-1,False,40.448
SHP008153,DC0004,CUST0024,PRD0135,ocean,2025-06-17,2025-07-11,23,24,7859.76,144,Germany Distribution Center 4,distribution_center,Germany,Japan Region 24,customer_region,Japan,CHEM-Me-135,Chemicals,1,True,54.582
SHP008154,DC0003,CUST0007,PRD0104,air,2025-09-29,2025-10-02,3,3,80908.3,403,Singapore Distribution Center 3,distribution_center,Singapore,South Korea Region 7,customer_region,South Korea,AUTO-Hundred-104,Automotive Parts,0,False,200.765
SHP008155,DC0002,CUST0029,PRD0144,ocean,2025-08-04,2025-09-01,27,28,56512.01,861,Singapore Distribution Center 2,distribution_center,Singapore,United Kingdom Region 29,customer_region,United Kingdom,FURN-Today-144,Furniture,1,True,65.635
SHP008156,DC0006,CUST0013,PRD0133,ocean,2024-12-18,2024-12-25,9,7,5088.64,327,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,India Region 13,customer_region,India,PACK-Apply-133,Packaging,-2,False,15.562
SHP008157,DC0006,CUST0028,PRD0102,ocean,2026-07-20,2026-08-13,26,24,8697.62,141,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Australia Region 28,customer_region,Australia,TEXT-Artist-102,Textiles,-2,False,61.685
SHP008158,DC0005,CUST0014,PRD0068,air,2026-05-04,2026-05-08,4,4,143226.24,392,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Japan Region 14,customer_region,Japan,FURN-List-68,Furniture,0,False,365.373
SHP008159,DC0001,CUST0024,PRD0150,ocean,2025-09-01,2025-09-13,16,12,4163.33,119,India Distribution Center 1,distribution_center,India,Japan Region 24,customer_region,Japan,TEXT-Training-150,Textiles,-4,False,34.986
SHP008160,DC0001,CUST0010,PRD0128,ocean,2025-07-31,2025-08-27,27,27,5142.27,77,India Distribution Center 1,distribution_center,India,Canada Region 10,customer_region,Canada,TEXT-Occur-128,Textiles,0,False,66.783
SHP008161,DC0002,CUST0014,PRD0109,ocean,2025-11-14,2025-11-28,14,14,4832.26,159,Singapore Distribution Center 2,distribution_center,Singapore,Japan Region 14,customer_region,Japan,CHEM-Step-109,Chemicals,0,False,30.392
SHP008162,DC0005,CUST0002,PRD0113,ocean,2024-12-18,2024-12-27,9,9,3424.4,198,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,India Region 2,customer_region,India,MACH-Land-113,Machinery,0,False,17.295
SHP008163,DC0004,CUST0027,PRD0126,rail,2025-12-31,2026-01-02,3,2,4778.64,450,Germany Distribution Center 4,distribution_center,Germany,Italy Region 27,customer_region,Italy,ELEC-Particularly-126,Electronics,-1,False,10.619
SHP008164,DC0004,CUST0021,PRD0107,ocean,2026-04-08,2026-04-15,7,7,1201.02,116,Germany Distribution Center 4,distribution_center,Germany,Spain Region 21,customer_region,Spain,PACK-Evidence-107,Packaging,0,False,10.354
SHP008165,DC0003,CUST0012,PRD0042,ocean,2026-01-27,2026-03-08,40,40,10208.32,101,Singapore Distribution Center 3,distribution_center,Singapore,Brazil Region 12,customer_region,Brazil,TEXT-Between-42,Textiles,0,False,101.072
SHP008166,DC0004,CUST0001,PRD0037,ocean,2025-11-12,2025-12-04,24,22,13079.03,232,Germany Distribution Center 4,distribution_center,Germany,South Africa Region 1,customer_region,South Africa,CHEM-Still-37,Chemicals,-2,False,56.375
SHP008167,DC0001,CUST0005,PRD0130,ocean,2025-04-16,2025-05-05,19,19,6777.79,155,India Distribution Center 1,distribution_center,India,France Region 5,customer_region,France,MACH-Small-130,Machinery,0,False,43.728
SHP008168,DC0002,CUST0016,PRD0033,ocean,2026-08-23,2026-09-16,26,24,20273.61,321,Singapore Distribution Center 2,distribution_center,Singapore,Netherlands Region 16,customer_region,Netherlands,PACK-Own-33,Packaging,-2,False,63.158
SHP008169,DC0006,CUST0002,PRD0125,ocean,2024-12-02,2024-12-08,9,6,8635.32,506,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,India Region 2,customer_region,India,TEXT-Article-125,Textiles,-3,False,17.066
SHP008170,DC0005,CUST0004,PRD0118,ocean,2026-08-28,2026-09-12,18,15,6894.03,171,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,South Africa Region 4,customer_region,South Africa,CHEM-Recently-118,Chemicals,-3,False,40.316
SHP008171,DC0001,CUST0027,PRD0034,air,2026-01-29,2026-01-31,3,2,32405.96,110,India Distribution Center 1,distribution_center,India,Italy Region 27,customer_region,Italy,CHEM-Part-34,Chemicals,-1,False,294.6
SHP008172,DC0003,CUST0008,PRD0132,air,2025-08-17,2025-08-21,5,4,35652.4,69,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 8,customer_region,Spain,CHEM-Art-132,Chemicals,-1,False,516.701
SHP008173,DC0004,CUST0003,PRD0136,ocean,2026-04-28,2026-05-16,21,18,5820.56,120,Germany Distribution Center 4,distribution_center,Germany,United States Region 3,customer_region,United States,AUTO-Morning-136,Automotive Parts,-3,False,48.505
SHP008174,DC0002,CUST0019,PRD0031,air,2025-08-29,2025-09-01,4,3,74362.51,169,Singapore Distribution Center 2,distribution_center,Singapore,Italy Region 19,customer_region,Italy,FOOD-Worry-31,Food & Beverage,-1,False,440.015
SHP008175,DC0006,CUST0014,PRD0055,ocean,2026-01-28,2026-02-18,21,21,5432.43,112,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Japan Region 14,customer_region,Japan,FURN-Race-55,Furniture,0,False,48.504
SHP008176,DC0001,CUST0027,PRD0117,ocean,2025-06-04,2025-06-18,17,14,5774.15,147,India Distribution Center 1,distribution_center,India,Italy Region 27,customer_region,Italy,CHEM-Only-117,Chemicals,-3,False,39.28
SHP008177,DC0005,CUST0011,PRD0122,ocean,2026-08-17,2026-08-31,14,14,5590.77,186,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,France Region 11,customer_region,France,CHEM-Customer-122,Chemicals,0,False,30.058
SHP008178,DC0005,CUST0008,PRD0009,ocean,2025-05-03,2025-05-17,15,14,13834.87,419,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Spain Region 8,customer_region,Spain,MACH-Discussion-9,Machinery,-1,False,33.019
SHP008179,DC0005,CUST0008,PRD0041,ocean,2026-04-28,2026-05-13,15,15,5580.17,169,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Spain Region 8,customer_region,Spain,PACK-Customer-41,Packaging,0,False,33.019
SHP008180,DC0005,CUST0016,PRD0144,ocean,2025-02-03,2025-02-18,14,15,17676.48,566,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Netherlands Region 16,customer_region,Netherlands,FURN-Today-144,Furniture,1,True,31.231
SHP008181,DC0004,CUST0021,PRD0095,rail,2026-02-17,2026-02-21,4,4,1846.4,107,Germany Distribution Center 4,distribution_center,Germany,Spain Region 21,customer_region,Spain,PACK-Investment-95,Packaging,0,False,17.256
SHP008182,DC0004,CUST0017,PRD0031,ocean,2026-04-15,2026-05-02,20,17,3815.99,80,Germany Distribution Center 4,distribution_center,Germany,United States Region 17,customer_region,United States,FOOD-Worry-31,Food & Beverage,-3,False,47.7
SHP008183,DC0006,CUST0006,PRD0105,air,2026-01-25,2026-01-28,3,3,46744.46,195,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Spain Region 6,customer_region,Spain,FOOD-Able-105,Food & Beverage,0,False,239.715
SHP008184,DC0003,CUST0008,PRD0029,ocean,2024-10-12,2024-11-09,28,28,7991.65,116,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 8,customer_region,Spain,CHEM-Cause-29,Chemicals,0,False,68.894
SHP008185,DC0003,CUST0026,PRD0031,ocean,2026-05-25,2026-06-19,27,25,14165.62,213,Singapore Distribution Center 3,distribution_center,Singapore,France Region 26,customer_region,France,FOOD-Worry-31,Food & Beverage,-2,False,66.505
SHP008186,DC0005,CUST0011,PRD0095,rail,2025-01-11,2025-01-20,9,9,19237.07,384,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,France Region 11,customer_region,France,PACK-Investment-95,Packaging,0,False,50.097
SHP008187,DC0004,CUST0009,PRD0147,ocean,2025-08-23,2025-09-13,23,21,2812.93,52,Germany Distribution Center 4,distribution_center,Germany,South Africa Region 9,customer_region,South Africa,FURN-Physical-147,Furniture,-2,False,54.095
SHP008188,DC0001,CUST0025,PRD0075,ocean,2025-06-15,2025-07-02,18,17,10047.03,253,India Distribution Center 1,distribution_center,India,Germany Region 25,customer_region,Germany,TEXT-Two-75,Textiles,-1,False,39.712
SHP008189,DC0005,CUST0024,PRD0011,ocean,2026-08-19,2026-09-08,20,20,5961.08,125,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Japan Region 24,customer_region,Japan,TEXT-Avoid-11,Textiles,0,False,47.689
SHP008190,DC0006,CUST0011,PRD0134,rail,2025-12-26,2026-01-03,9,8,27777.56,552,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,France Region 11,customer_region,France,FOOD-Pattern-134,Food & Beverage,-1,False,50.322
SHP008191,DC0006,CUST0028,PRD0040,ocean,2026-05-13,2026-06-11,26,29,27449.94,445,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Australia Region 28,customer_region,Australia,FURN-Investment-40,Furniture,3,True,61.685
SHP008192,DC0005,CUST0002,PRD0031,rail,2026-08-24,2026-08-29,5,5,15623.11,542,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,India Region 2,customer_region,India,FOOD-Worry-31,Food & Beverage,0,False,28.825
SHP008193,DC0004,CUST0022,PRD0096,ocean,2025-10-06,2025-10-24,18,18,11136.32,278,Germany Distribution Center 4,distribution_center,Germany,Canada Region 22,customer_region,Canada,CHEM-Mention-96,Chemicals,0,False,40.059
SHP008194,DC0005,CUST0022,PRD0079,ocean,2025-05-06,2025-06-02,27,27,41828.08,648,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Canada Region 22,customer_region,Canada,FOOD-System-79,Food & Beverage,0,False,64.55
SHP008195,DC0003,CUST0006,PRD0096,ocean,2026-01-09,2026-02-06,28,28,13245.88,195,Singapore Distribution Center 3,distribution_center,Singapore,Spain Region 6,customer_region,Spain,CHEM-Mention-96,Chemicals,0,False,67.928
SHP008196,DC0005,CUST0016,PRD0078,ocean,2026-08-23,2026-09-04,14,12,8588.4,275,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Netherlands Region 16,customer_region,Netherlands,AUTO-Level-78,Automotive Parts,-2,False,31.231
SHP008197,DC0004,CUST0025,PRD0076,rail,2026-03-08,2026-03-10,2,2,352.69,102,Germany Distribution Center 4,distribution_center,Germany,Germany Region 25,customer_region,Germany,PACK-Wind-76,Packaging,0,False,3.458
SHP008198,DC0001,CUST0014,PRD0125,rail,2025-06-14,2025-06-24,10,10,6189.63,104,India Distribution Center 1,distribution_center,India,Japan Region 14,customer_region,Japan,TEXT-Article-125,Textiles,0,False,59.516
SHP008199,DC0004,CUST0023,PRD0008,ocean,2025-09-22,2025-10-26,34,34,19212.37,226,Germany Distribution Center 4,distribution_center,Germany,Australia Region 23,customer_region,Australia,PACK-Per-8,Packaging,0,False,85.01
SHP008200,DC0006,CUST0029,PRD0037,ocean,2025-03-28,2025-04-13,16,16,5136.51,147,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,United Kingdom Region 29,customer_region,United Kingdom,CHEM-Still-37,Chemicals,0,False,34.942
SHP008201,DC0004,CUST0023,PRD0037,ocean,2026-01-22,2026-02-23,34,32,12411.53,146,Germany Distribution Center 4,distribution_center,Germany,Australia Region 23,customer_region,Australia,CHEM-Still-37,Chemicals,-2,False,85.01
SHP008202,DC0006,CUST0027,PRD0108,ocean,2025-01-23,2025-02-01,12,9,13251.55,517,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Italy Region 27,customer_region,Italy,FURN-With-108,Furniture,-3,False,25.632
SHP008203,DC0004,CUST0008,PRD0013,air,2026-05-18,2026-05-19,2,1,19300.78,261,Germany Distribution Center 4,distribution_center,Germany,Spain Region 8,customer_region,Spain,CHEM-Program-13,Chemicals,-1,False,73.949
SHP008204,DC0005,CUST0009,PRD0079,ocean,2025-06-16,2025-07-03,18,17,10932.39,265,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,South Africa Region 9,customer_region,South Africa,FOOD-System-79,Food & Beverage,-1,False,41.254
SHP008205,DC0005,CUST0015,PRD0073,ocean,2024-12-08,2024-12-21,12,13,13157.99,512,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Italy Region 15,customer_region,Italy,PACK-Maintain-73,Packaging,1,True,25.699
SHP008206,DC0006,CUST0026,PRD0056,ocean,2026-03-04,2026-03-20,15,16,10880.37,341,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,France Region 26,customer_region,France,MACH-Billion-56,Machinery,1,True,31.907
SHP008207,DC0004,CUST0025,PRD0047,road,2025-10-30,2025-10-31,1,1,983.37,158,Germany Distribution Center 4,distribution_center,Germany,Germany Region 25,customer_region,Germany,FURN-Land-47,Furniture,0,False,6.224
SHP008208,DC0005,CUST0027,PRD0126,rail,2026-04-11,2026-04-19,7,8,5220.67,123,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Italy Region 27,customer_region,Italy,ELEC-Particularly-126,Electronics,1,True,42.444
SHP008209,DC0004,CUST0024,PRD0001,ocean,2026-05-13,2026-06-02,23,20,13317.92,244,Germany Distribution Center 4,distribution_center,Germany,Japan Region 24,customer_region,Japan,MACH-Down-1,Machinery,-3,False,54.582
SHP008210,DC0002,CUST0028,PRD0032,ocean,2026-02-01,2026-02-11,13,10,3279.72,126,Singapore Distribution Center 2,distribution_center,Singapore,Australia Region 28,customer_region,Australia,FURN-Us-32,Furniture,-3,False,26.03
SHP008211,DC0003,CUST0003,PRD0141,air,2025-08-02,2025-08-08,6,6,179250.97,268,Singapore Distribution Center 3,distribution_center,Singapore,United States Region 3,customer_region,United States,CHEM-Art-141,Chemicals,0,False,668.847
SHP008212,DC0002,CUST0011,PRD0090,ocean,2024-12-31,2025-01-29,26,29,9723.02,153,Singapore Distribution Center 2,distribution_center,Singapore,France Region 11,customer_region,France,MACH-With-90,Machinery,3,True,63.549
SHP008213,DC0002,CUST0019,PRD0018,ocean,2024-12-12,2025-01-02,25,21,6277.54,107,Singapore Distribution Center 2,distribution_center,Singapore,Italy Region 19,customer_region,Italy,FURN-Almost-18,Furniture,-4,False,58.669
SHP008214,DC0005,CUST0016,PRD0012,rail,2026-01-22,2026-01-29,9,7,6089.95,117,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Netherlands Region 16,customer_region,Netherlands,ELEC-Second-12,Electronics,-2,False,52.051
SHP008215,DC0005,CUST0017,PRD0107,ocean,2025-04-03,2025-05-05,30,32,15399.37,206,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,United States Region 17,customer_region,United States,PACK-Evidence-107,Packaging,2,True,74.754
SHP008216,DC0006,CUST0016,PRD0124,ocean,2024-12-18,2025-01-01,14,14,6801.32,217,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,Netherlands Region 16,customer_region,Netherlands,ELEC-Director-124,Electronics,0,False,31.342
SHP008217,DC0001,CUST0028,PRD0147,ocean,2025-02-09,2025-03-04,20,23,4743.73,100,India Distribution Center 1,distribution_center,India,Australia Region 28,customer_region,Australia,FURN-Physical-147,Furniture,3,True,47.437
SHP008218,DC0002,CUST0030,PRD0080,ocean,2026-03-01,2026-03-27,27,26,7045.32,107,Singapore Distribution Center 2,distribution_center,Singapore,United Kingdom Region 30,customer_region,United Kingdom,ELEC-Training-80,Electronics,-1,False,65.844
SHP008219,DC0004,CUST0021,PRD0145,ocean,2026-02-19,2026-02-26,7,7,724.75,70,Germany Distribution Center 4,distribution_center,Germany,Spain Region 21,customer_region,Spain,MACH-Cultural-145,Machinery,0,False,10.354
SHP008220,DC0003,CUST0026,PRD0116,ocean,2024-09-10,2024-10-06,27,26,15429.21,232,Singapore Distribution Center 3,distribution_center,Singapore,France Region 26,customer_region,France,TEXT-Step-116,Textiles,-1,False,66.505
SHP008221,DC0006,CUST0007,PRD0087,ocean,2026-02-13,2026-03-03,19,18,15160.56,346,United Arab Emirates Distribution Center 6,distribution_center,United Arab Emirates,South Korea Region 7,customer_region,South Korea,MACH-Think-87,Machinery,-1,False,43.817
SHP008222,DC0001,CUST0005,PRD0097,ocean,2025-10-26,2025-11-16,19,21,6384.24,146,India Distribution Center 1,distribution_center,India,France Region 5,customer_region,France,ELEC-Medical-97,Electronics,2,True,43.728
SHP008223,DC0004,CUST0003,PRD0122,air,2026-01-09,2026-01-12,4,3,93129.0,256,Germany Distribution Center 4,distribution_center,Germany,United States Region 3,customer_region,United States,CHEM-Customer-122,Chemicals,-1,False,363.785
SHP008224,DC0005,CUST0023,PRD0034,ocean,2026-08-22,2026-09-15,25,24,14026.53,234,United Arab Emirates Distribution Center 5,distribution_center,United Arab Emirates,Australia Region 23,customer_region,Australia,CHEM-Part-34,Chemicals,-1,False,59.942
SHP008225,DC0001,CUST0029,PRD0036,ocean,2024-12-20,2025-01-10,20,21,20846.53,460,India Distribution Center 1,distribution_center,India,United Kingdom Region 29,customer_region,United Kingdom,ELEC-Eight-36,Electronics,1,True,45.319
